external_video_id,estimated_view_count,date,title,players,decade,agg_view_count,video_ids,video_titles,video_counts,num_videos,id,video_custom,title_custom,type,team,start
NWwI1_8WEco,324850,19980605,Dennis Rodman shuts down Karl Malone - 1998 Finals Game 2,"Dennis Rodman,Karl Malone",1990,324850,,,,0,19980605-Dennis Rodman,,"Rodman shuts down Malone, finals, game 2",,chi|uta,
SiAqzftbmCQ,322104,19970601,"1997 NBA Finals Game 1, Jordan 31 pts and buzzer beater","Michael Jordan,Scottie Pippen,Karl Malone",1990,322104,,,,0,19970601-Michael Jordan,,"Jordan hits buzzer-beater, finals, game 1",gw,chi,
CzUv5_YFhPI,202306,19940619,Hakeem Olajuwon block on John Starks - 1994 NBA Finals,"Hakeem Olajuwon,John Starks",1990,314304,x3-64I6zp7k|oSPDDpyoIKo,"Olajuwon Blocks Starks in 1994 Finals|Hakeem Olajuwon, Blocks Starks: Where Will Amazing Happen This Year?",95774|16224,2,19940619-Hakeem Olajuwon,,Olajuwon blocks Starks,bk,hou|nyk,
LOtIq2PCkjY,310593,19940306,David Robinson dunks and Rodman hugs him,"Dennis Rodman,David Robinson",1990,310593,,,,0,19940306-Dennis Rodman,,David Robinson dunk,dk,sas,
8W088765Vxo,206722,19950607,1995 Finals: Kenny Smith Drains Seven 3-Pointers,Kenny Smith,1990,308170,5IiHFHfULV4,"Kenny Smith (23pts/9asts/7threes) vs. Magic ('95 Finals, Game 1)",101448,1,19950607-Kenny Smith,,Kenny Smith drains 7 3-pointers,,hou,
YT8meoQYMjU,303006,19960225,Shaq & Penny visit Jordan & The Bulls (NBA 1995-96),"Shaquille O'Neal,Penny Hardaway,Michael Jordan",1990,303006,,,,0,19960225-Shaquille O'Neal,,Shaq and Penny vs. the Bulls,,orl|chi,
fvYZsh5VyEU,139633,19971121,"Michael Jordan Owns LA Clippers - Clutch Shot After Clutch Shot ! (November 21, 1997) 49 Points",Michael Jordan,1990,300943,0g_mishPDzw|YkWm00nVorU,"MICHAEL JORDAN: 49 pts vs L.A.Clippers (1997.11.21)|Michael Jordan - 49 points vs LA Clippers (Nov 21, 1997)",85916|75394,2,19971121-Michael Jordan,,Jordan scores 49 vs. the Clippers,,chi|lac,
D9BKx2HN8Ms,288310,19920517,"Bulls vs. Knicks: 1992 Playoffs, Game 7.  Jordan 42pts",Michael Jordan,1990,288310,,,,0,19920517-Michael Jordan,,"Jordan score 42 vs. the Knicks, game 7",,chi|nyk,
6YpBP2mJe2s,284010,19900110,Reggie vs Jordan: 1989-90 Bulls @ Pacers,"Michael Jordan,Reggie Miller",1990,284010,,,,0,19900110-Michael Jordan,,Reggie Miller vs. Jordan,,ind|chi,
meL62CUehuw,283046,19960609,Michael Jordan shuts down Gary Payton - 1996 Finals Game 3,"Gary Payton,Randy Brown,Michael Jordan",1990,283046,,,,0,19960609-Gary Payton,,"Jordan shuts down Gary Payton, finals, game 3",,chi|sea,
u9Qfs5rKKYo,178291,19921223,"Michael Jordan - 57 points and 10 assists vs Washington Bullets (Dec 23, 1992)",Michael Jordan,1990,267516,B6greEFiMTM|eG7lmYzBbro,Michael Jordan 57 pts vs. Bullets - Six 3-pointers - 1992|Michael Jordan - 57 Points Double Double vs Washington Bullets! The Highlight Game!,53612|35613,2,19921223-Michael Jordan,,Jordan scores 57 and 10 assists vs. the Bullets,,was|chi,
yTMoqRUjJLo,131117,19961106,Heat vs. Bulls 1996-1997. Jordan's 50 point statement,Michael Jordan,1990,266963,Tbc7oEOJpco|xQxjMQnQ8MQ|S54NSJsdFq4,"MICHAEL JORDAN: 50 pts vs Miami Heat (1996.11.06) HD|Michael Jordan - 50 pts v Heat 1996|Michael Jordan 50pts (November 6, 1996)",81433|35565|18848,3,19961106-Michael Jordan,,Jordan scores 50 vs. the Heat,,chi|mia,
7OZS9P3YraY,217657,19990625,Latrell Sprewell (35pts) vs. Spurs (1999 Finals),Latrell Sprewell,1990,258996,JDrJoTTo8_c,Latrell Sprewell Dunks on Jaren Jackson (1999 NBA Finals),41339,1,19990625-Latrell Sprewell,,Sprewell Dunks on Jaren Jackson,dk,sas,
P0RGcMhGMk4,231602,19911214,Karl Malone gives Isiah Thomas 40 stitches,"Karl Malone,Isiah Thomas",1990,258294,7ORWrYvgxpI,"December 14, 1991 Pistons @ Jazz",26692,1,19911214-Karl Malone,,Malone gives Isiah Thomas 40 stitches,,uta|sas,
JKGXP5Xm-7E,210901,19951114,"Michael Jordan vs Penny Hardaway 1 On 1 Competition (Nov. 14, 1995) ""Penny In The Zone !""","Michael Jordan,Penny Hardaway",1990,244260,7QVNn0jVXcg|5556JviAOgw,Penny Hardaway 36pts vs. Bulls (11.14.1995)- FG: 12/18|1995-96 Bulls V Magic,18914|14445,2,19951114-Michael Jordan,,Jordan vs. Penny,,chi,
XpNwtmudALQ,243877,19960511,Bulls @ Knicks - 1996 Playoffs Game 3. Jordan 46 points,Charles Oakley,1990,243877,,,,0,19960511-Charles Oakley,,"Jordan scores 46 vs. the Knicks, game 3",,chi|nyk,
uB_vcYPsXbY,165065,19901230,Scott Skiles NBA record 30 assists,Scott Skiles,1990,235322,eU5ysgG8XIk,Scott Skiles’ 30 Assists,70257,1,19901230-Scott Skiles,,Skiles totals 30 assists for NBA record,,den|orl,
VrpUbY_iYqw,196723,19960202,MAGIC is BACK!! Bulls @ Lakers 1996,"Magic Johnson,Michael Jordan",1990,231523,le3VySs4Wuk,"Bulls vs Lakers, 1996 (Magic vs SP/MJ)",34800,1,19960202-Magic Johnson,,Magic returns vs. the Bulls,,orl|chi,
eSjCFrLy_I4,197286,19980109,"Michael Jordan - 44 points vs New York Knicks (Jan 9, 1998)","Michael Jordan,Charles Oakley",1990,228031,aO-Z3keRqus,MICHAEL JORDAN: 44 pts vs New York Knicks (1998.01.09) HD,30745,1,19980109-Michael Jordan,,Jordan scores 44 points vs. the Knicks,,chi,
aezOrPI-5ZA,224890,19931119,Dennis Rodman Gets In Laimbeer's Face,"Dennis Rodman,Bill Laimbeer",1990,224890,,,,0,19931119-Dennis Rodman,,Rodman Gets In Laimbeer's face,,chi|det,
_vkd3V_PYmY,204750,19930225,"Michael Jordan vs Rookie Shaq 3rd Meeting - Real Physical Basketball Duel ! (February 25, 1993)","Shaquille O'Neal,Michael Jordan",1990,204750,,,,0,19930225-Shaquille O'Neal,,Jordan vs. rookie Shaq,,chi|orl,
F4WjOUXZr7Q,204722,19940518,NBA 1994 Playoffs game 5: Knicks and Bulls: The ending,Scottie Pippen,1990,204722,,,,0,19940518-Scottie Pippen,,"Knicks vs. Bulls, game 5",,nyk|chi,
CdEPXSKUcD8,101977,19930613,"Bulls vs Suns 1993 Finals - Game 3 - Triple Overtime, Michael Jordan 44 points",Michael Jordan,1990,201021,ZDZuhVvKvvk,Michael Jordan (44-9-6) 1993 Finals Gm 3 vs. Suns - TRIPLE OT,99044,1,19930613-Michael Jordan,,"Triple OT Bulls vs. Suns, finals, game 3",,chi|pho,
AaEIQ0kvkYE,93121,19950325,"Michael Jordan - Comeback Buzzer Beater vs Atlanta Hawks (March 25, 1995)",Michael Jordan,1990,200985,DwicuRxnTkU|yNTYxMTgaNE,Michael Jordan is now back!! (1995.3.25)|Michael Jordan: 32 pts vs Hawks 3/25/95,89500|18364,2,19950325-Michael Jordan,,Jordan's comeback buzzer-beater,gw,chi,
fkhzfPD4b1o,112173,19970118,Grant Hill (Triple Double) (34pts/15rebs/14asts) vs. Lakers (1997),"Kobe Bryant,Grant Hill",1990,198292,vqQH5CN6ygY,01.18.97 - Prime Grant Hill Triple Double 34/15/14 Duels Shaq & Kobe (Double OT Madness),86119,1,19970118-Kobe Bryant,,Grant Hill's triple-double vs. the Lakers in double OT,,lal,
LjDQVV5KrXI,112052,19980201,"Kobe Bryant vs. Michael Jordan: Feb. 1, 1998","Kobe Bryant,Michael Jordan",1990,196188,SKGZ0DHRQUk|4Mfv5B5Gq_0|Pba3OrHI8EY,02.01.98 - Michael Jordan vs Kobe Bryant Duel (MJ Passing The Torch To Kobe)|Bulls vs Lakers 1998 part 12|Michael Jordan (Age 35) & Kobe Bryant (Age 19) Post Game Talk (1998),32937|32922|18277,3,19980201-Kobe Bryant,,Kobe Bryant (19 years old) vs. Jordan (35),,lal|chi,
qqNJd85m4MQ,192993,19970305,Michael Jordan Destroys San Antonio in 23 Minutes! Worst Blowout in Spurs History? 1997,Michael Jordan,1990,192993,,,,0,19970305-Michael Jordan,,Michael Jordan destroys vs . the Spurs,,chi|sas,
4bJ-pkIRHpc,187026,19950416,Dennis Rodman - A Slight Issue with Dikembe Mutombo,"Dennis Rodman,Dikembe Mutombo",1990,187026,,,,0,19950416-Dennis Rodman,,Rodman vs. Mutombo,,chi|hou,
gsEwfI2-QlM,185408,19960519,Penny Hardaway (38pts) vs. Bulls (1996 Playoffs),"Michael Jordan,Scottie Pippen,Penny Hardaway",1990,185408,,,,0,19960519-Michael Jordan,,Hardaway scores 38 vs. the Bulls,,chi,
3pc7sKXoZ3U,185022,19961011,Shaq & Kobe's 1st appearance as Lakers (and D Fish),"Shaquille O'Neal,Byron Scott,Kobe Bryant,Derek Fisher",1990,185022,,,,0,19961011-Shaquille O'Neal,,Shaq and Kobe's first appearence together,,lal,
0VJOQPCpAmg,129394,19911129,"Michael Jordan vs Clyde Drexler - MVP Duel ! (November 29, 1991) Double OT","Michael Jordan,Clyde Drexler",1990,183567,_HcdwBCOSG8,Michael Jordan Vs Clyde Drexler (11-29-1991),54173,1,19911129-Michael Jordan,,Jordan vs. Drexler,,chi|por,
A7IZIRgzNEY,101308,19920612,Michael Jordan 1992 Finals Game 5: 46 points vs. Portland Trailblazers.,"Michael Jordan,Clyde Drexler",1990,182718,SIZ3d0pnY1U,Bulls vs Blazers 1992 Finals - Game 5 - Michael Jordan 46 points,81410,1,19920612-Michael Jordan,,,,,
kdeF62CRqz0,97889,19961101,Allen Iverson's NBA Debut- 11/01/1996,Allen Iverson,1990,176901,SrNcv8avHTU|QS1C6afVnQs,Iverson's 1st Game: Allen Iverson Mini-Movie|Allen Iverson & Ray Allen NBA Debut (1996) * Full Highlight *HQ,46751|32261,2,19961101-Allen Iverson,,,,,
8s73sG7Os2M,84338,19920319,"Michael Jordan 1992.3.19 - 51pts, 0turnover",Michael Jordan,1990,168468,VsREnYw6Afg,"Bulls @ Bullets 1992 - Jordan 51pts, 11rbs",84130,1,19920319-Michael Jordan,,,,,
k7Fj_Cum47k,154742,19961102,Michael Jordan vs Allen Iverson First Meeting Game! (Chicago Bulls 1996 Season Home Opening),"Allen Iverson,Michael Jordan",1990,168286,-NQFYIHvjps,Michael Jordan Show Time Dunk in 1996 All-Star Game! Assist by Shaq!,13544,1,19961102-Allen Iverson,,,,,
strS0G2PCBk,104181,19970130,"Michael Jordan vs Mitch Richmond - Shootout (Jan 30, 1997)","Michael Jordan,Mitch Richmond",1990,166914,saPc3M5Xtsg,"Michael Jordan vs Mitch Richmond - Duel Of The Season ! (January 30, 1997) ""The Rock Checks MJ""",62733,1,19970130-Michael Jordan,,,,,
AQvPRmR030w,81108,19900328,MJ Erupts for 69 Points – 25 Year Anniversary,Michael Jordan,1990,164469,CNco4vZX_iw|2StR0m6nIqg,MJ Erupts for 69 Points – 25 Year Anniversary|Michael Jordan - 69 Points / Bulls vs. Cavaliers 1990.3.28,52133|31228,2,19900328-Michael Jordan,,,,,
hZVTIXJJfC4,163958,19951230,MJ & Pippen ''The Super Duo'' Destroys Atlanta Hawks in New Year Game! (1995),"Michael Jordan,Scottie Pippen",1990,163958,,,,0,19951230-Michael Jordan,,,,,
Zp1LakhBh-U,137118,19951130,MICHAEL JORDAN: 29 pts (19 pts in last 6 minutes) vs Vancouver Grizzlies (1995.11.30) HD,Michael Jordan,1990,162492,Jw0yxoXvF8k,Michael Jordan: 19 Points In Final 6 Minutes Vs The (Vancouver) Grizzlies,25374,1,19951130-Michael Jordan,,,,,
7bVj0r1DcvY,159968,19901221,"Bulls vs. Lakers - 1990-91.  Jordan: 33/15/9, Magic: 18/9/14","Magic Johnson,Michael Jordan",1990,159968,,,,0,19901221-Magic Johnson,,,,,
YQUpFi369t8,131897,19940622,The 1994 NBA Finals Game 7:Hakeem vs Ewing,"Hakeem Olajuwon,Patrick Ewing",1990,158962,9CBSLO-Dffo,"Hakeem Olajuwon Full Highlights 1994 Finals G7 vs Knicks - 25 Pts, 10 Rebs, 7 Ast, NBA CHAMPiON!",27065,1,19940622-Hakeem Olajuwon,,,,,
_gDA7WliYFc,108407,19920216,Magic Johnson Jersey Retirement Ceremony (Part 1 of 3),"Magic Johnson,Larry Bird",1990,158844,JBWKSYh8oUM|LRd4wpHZjcA,Magic Johnson Jersey Retirement Ceremony (Part 2 of 3)|Magic Johnson Jersey Retirement Ceremony (Part 3 of 3),29040|21397,2,19920216-Magic Johnson,,,,,
M1vefSacsik,158561,19970501,Anfernee Penny Hardaway 41pts vs. Miami Heat 1997 Playoffs First Round Game 4 (05.01.97),Penny Hardaway,1990,158561,,,,0,19970501-Penny Hardaway,,,,,
Jxv1la_M-LM,116119,19961221,"Rookie Allen Iverson vs Michael Jordan! (1996) | MJ 31Pts, Al 32 Pts 9 TO's & Trashtalks Rodman!","Allen Iverson,Michael Jordan,Dennis Rodman",1990,157428,i-GfLkjthX0|Pbub8tUjc68,Dennis Rodman | Bulls vs 76'ers 1996 | Player of the Game & Trashtalk Iverson & Hurts Cameraman!|Michael Jordan Show Time Layup over Allen Iverson! (1996),26593|14716,2,19961221-Allen Iverson,,,,,
fHg736-JiWQ,156703,19911105,Chris Mullin (38pts) vs. Michael Jordan (40pts) (1991),"Chris Mullin,Michael Jordan",1990,156703,,,,0,19911105-Chris Mullin,,,,,
yivg4g1Ol1c,57760,19950520,20th Anniversary: Mario Elie's Kiss of Death,Mario Elie,1990,152007,wfhhBN9L8Sg|-q_w2eX5GJw,"Mario Elie, Kiss of Death: Where Will Amazing Happen This Year?|Greatest Moments in NBA History - Mario Elie Kiss of Death",54637|39610,2,19950520-Mario Elie,,,,,
IzuvMiSG-jk,149649,19950211,Reggie Miller Heats Up in 1995 NBA 3pt. Shootout,Reggie Miller,1990,149649,,,,0,19950211-Reggie Miller,,,,,
9M-KCulzJqg,149281,19960829,Michael Jordan: Untouchable,Michael Jordan,1990,149281,,,,0,19960829-Michael Jordan,,,,,
b6vwaQJTKiA,147179,19921222,Charles Barkley Blocks Sprewell Two Times In a Row,"Latrell Sprewell,Charles Barkley",1990,147179,,,,0,19921222-Latrell Sprewell,,,,,
1F1nAkxzP-s,140663,19950322,Michael Jordan - 'Forgotten Game' v Celtics 1995,Michael Jordan,1990,140663,,,,0,19950322-Michael Jordan,,,,,
HRBnKFjjc5Q,72751,19921106,Shaquille O'Neal's NBA Debut- 11/06/1992,Shaquille O'Neal,1990,136492,tT7JVGeDe10,Shaquille O'Neal's (12pts/18rebs/3blks/8to's) NBA Debut (1992),63741,1,19921106-Shaquille O'Neal,,,,,
ceLlz7dOOvY,11457175,20041209,Tracy McGrady: 13 points in 33 seconds,Tracy McGrady,2000,27179256,nfurCV1FDpM|p_CGxj3dHGA|M-8FksMVAdU|e3EqY5gPrcU|1jbtt6OGLms|9C6gDS9YGAU|ErEeV8l2V80|nZyVG9-NncQ|H8rdFgttDwQ|gL1Bj63qHFg|8LiBjnZbrvQ|kXlLib0Og-4|kQK8AvuZjo4|P0xPsPivS1A|8ov5Pu578cc|FIKG_uLInaQ|HvkDeBfFeIU|IBxnBNVALLw,"Tracy McGrady 13 Points In 35 Seconds|Tracy  McGrady - 13 points in 35 seconds|Tracy McGrady 13 Points Vs The Spurs In 33 Seconds HD|Tracy McGrady - 13 points in 35 seconds, December 9, 2004 (HD) with counter|Tracy McGrady 13 Points in 33 Seconds|Tracy McGrady's EPIC 4th Quarter Comeback vs Spurs- 13 Points in 35 seconds|T-Mac - The Greatest Comeback In NBA History|Tracy McGrady 13 Points In 35 Seconds -  NBA LIVE  Style|Tracy McGrady - 13 punti negli ultimi 35 secondi (commento Tranquillo - Buffa)|Tracy McGrady 13pts in 35sec Be Like…|Tracy Mcgrady - ""13 Points in 33 Seconds""|tracy mcgrady 13 points in 35 seconds(High Quality)|Tracy McGrady 13 points in 35 sec|McGrady's 13 points in 35 seconds vs San Antonio|2004 NBA Rockets v Spurs - Tracy McGrady scores 13pts in 33secs to win the game.|Throwback: Tracy McGrady 13 Points In 33 Seconds vs Spurs (12.09.2004)|[V51] Never Forget You - Tracy McGrady [U.P]|Tracy McGrady  - I Love This Game",7141075|2021171|1358389|1321270|898230|690139|312429|307136|251179|232665|230183|217400|195678|158706|154901|153404|40347|37779,18,20041209-Tracy McGrady,,Tracy McGrady scores 13 points in 33 seconds,gw,hou,
FeXZY4eVLlo,6875915,20060122,Watch All of Kobes 81 Points in 3 Minutes,Kobe Bryant,2000,21617085,qRikrksH8es|wV9CMVdY3dM|cVC3DtgoYZY|99ptwYqwYAQ|SNlq1jXzSw8|6Q0lX42EHdA|Ffw4-OMmchY|EyAhap7huXI|iDfVImhGJ_0|g54qvSEK3lc|qlrwPfhv_VU|tiRoWEMunqM|D4OvQ0e2Zo0|Ys15yTUnRGM|FTx7xyAMZuU|voYq7nSf4ow|HqwhzQ5Ua3g|7m1mKBmyxqM|xQGJXCaxMeg|gFN05Y817dw|ECyxXDti-go|INiOdIMOkRE|8CFTAMNND6Q|P5vuc6M9s90|fWZxRxxQAes|cj_L7pP3rUA|Pg7Rkt994Y8|PaMnLh9Bgt8|wEfP5YvLlbY|Wf2dGulEvS8|FS0zbKZ66vw|-RxKoi__4Sg|TsHoqIBcobs|r40Xtcn-MkQ|ouc1UbqL44I|gBB9TiutBPA|8235_tgMgSI|KnHzgt-9GPs|p2YhqIBz_qQ|PKkQm80UZsY|Dg9emRMAX6M|BDkPNtB-7pk|PkGpuKRyVVA|WgMX9_fwgsI|9_-D3ds6w-A|0rWuEwurSvg,"Kobe Bryant 81|Kobe Bryant 81 Points Game Highlights (HD)|kobe 81 points|Kobe Bryant - 81 points (All Shots)|Kobe Bryant 81 Points - The Worlds Greatest|Kobe Bryant Scores 81 Points (Sportscenter Coverage)|Jan. 22, 2006: Kobe Scores 81, Second All-Time Mark|Kobe Bryant 81 Points- Every Point in 2 Minutes [HD] (ORIGINAL)|Kobe Bryant Scores 81 Points Raptors vs Lakers (Part 1)|Kobe Bryant Scores 81 Points Raptors vs Lakers (Part 2)|Remembering Kobe Bryant's 81 Point Game|NBA Greatest: Kobe Bryant 81 Point Game|Lakers Can't Score 81 Pts on Kobe's Anniversary! Worst Loss in Franchise History!|kobe 81 points part 1|kobe bryant scores 81 points|Kobe Bryant 81 points(High Quality)|Kobe Bryant 81 Points (Career-High) vs Toronto Raptors - Highlights 22/01/2006|Kobe Bryant's 81 Point Game (T.I- ASAP) (T.I- I'm A King)|Kobe 81: Part 1|Real NBA Kobe 81 (Part 1 of 3)|Kobe 81: Part 2|Kobe 81: Part 3|Kobe, 81 pts vs Raptors|Kobe Bryant 81 Point Game Full (12 of 12)|Kobe Bryant scores 81 points against the Toronto raptors|Kobe 81: Part 5|Kobe 81: Part 4|Kobe Bryant Scores 81 Points (Part 1 of 2)|NBA史上第二多得分 - 高比拜仁81分kobe 81 points|Lakers vs Raptors 2006.01.22 - Kobe 81 Points (Full Game) Raptors Broadcast|Kobe Bryant 81 points vs Raptors  (Full Highlights) (01/22/06) AMAZING!|kobe bryant 81 points|Kobe Scores 81|kobe 81 points|HD HQ Kobe Bryant 46 points Lakers VS Raptors HIGH QUALITY|林書豪挑戰KOBE 81分紀錄 VS 火箭|Kobe Bryant 81分|Kobe Bryant 81 points HD|01-22-2006 - Kobe Bryant Scores 81 Pts (Part 2)|Kobe Bryant - 81 points (All Shots)|Kobe Bryant 81 Points NBA Recap|Lakers Kobe Bryant 34 Points vs Toronto MVP! HD 2008|By The Numbers: Kobe Bryant's 81 Point Game|KOBE BRYANT- A LEGEND COME TRUE_by_aitorec|HD Kobe Bryant 81 Point Game DPG Edit +Post Interview|Kobe Bryant scores 81 points in a single game!",4347439|1758046|1524315|1425851|1150443|442616|398759|387473|299993|293313|256004|212179|211630|184916|147503|135681|131710|130552|124089|123045|104129|95227|87968|81057|74962|74673|73124|36822|34184|32598|31575|30990|30988|29887|29653|29048|27017|26050|25211|16733|16443|14699|14361|13688|12545|11981,46,20060122-Kobe Bryant,,Kobe's 81 point game,,lal,
7KuQ0AhjSTA,9377700,20030407,"Michael Jordan - ""Best Ball Fake Ever""",Michael Jordan,2000,9377700,,,,0,20030407-Michael Jordan,,Jordan's ball fake,,was,
NSnAvhvfniw,2121761,20040513,Derek Fisher 0.4 Game Winning Shot,"Tim Duncan,Derek Fisher",2000,7822632,3TdZHffwOF8|RodiAAns6Jk|FR7Z1Pq2s5I|p-u4pIQyjfE|WDhmndMhC4w|YRMq4HOrOMU,derek fisher 0.4 shot|Derek Fisher's 0.4 Shot|Derek Fisher 0.4 Buzzer Beater Lakers vs Spurs Game 5 2004|10 Year Anniversary: Derek Fisher's 0.4 Second Game Winner vs Spurs!|Derek Fisher 0.4 shot - LIVE|Derek Fisher 0.4 Shot,1865540|1792974|1480712|410373|132535|18737,6,20040513-Tim Duncan,,"Derek Fisher hits game-winner ""0.4""",gw,lal,
grXws5m11SA,1735705,20010606,Iverson Over Lue,Allen Iverson,2000,6028303,79WSHpMU894|AWR8R9v66Rs|NAZvvaT79g8|Yob7Ov9-wW0|CSYFUoVFjgo|_EWF5zcbkv8|aAIfwvhw2Mw|Rmi91E3SMiI|Vrr7iCdnqUc|qZ5-aTpJCeo|drS9Yp96T4I|Jnc928jBTiY|9DBFVjIKqF8|3wUOU4T7I6g,"Allen Iverson 48pts 2001 NBA Final Gm1 vs Kobe Bryant Lakers|Throwback: Kobe Bryant 31 vs Allen Iverson 23 Duel Highlights (NBA Finals 2001 Game 2), Trash Talk!|Greatest Moments in NBA History - Allen Iverson Over Tyronn Lue NBA Finals 2001|Throwback: Allen Iverson 48 vs Kobe Bryant 15 Duel Highlights (NBA Finals 2001 Game 1), Classic!|Tyronn Lue Great Defense on Allen Iverson - 2001 Finals Game 1|Shaq 30 pts, Kobe 31 pts vs Iverson 35 pts, nba finals 2001, lakers vs 76ers game3|Allen Iverson vs Los Angeles Lakers: 2001 NBA Finals Game 1 Full Highlights - 48 points & 6 assists|Allen Iverson 48 pts, nba finals 2001, lakers vs 76ers game 1|Allen Iverson Greatest Game: 48pts vs the Lakers (2001 NBA Finals Game 1)|Allen Iverson Against Tyronne Lue 2001 Gm1 vs Lakers Kobe Victory|Iverson crossover on lue|YouTube- Allen Iverson 48pts 2001 NBA Final Gm1 vs Kobe Bryant Lakers.mp4|Throwback: Allen Iverson Full Game 1 Highlights at Lakers (2001 NBA Finals) - 48 Pts, UNREAL!|Allen Iverson Full Highlights 2001 Finals G1 at Lakers - UNREAL 48 Pts, Legendary Step Over Lue!",905791|768782|700704|549310|533391|301014|197583|153730|50666|49194|36715|19220|16327|10171,14,20010606-Allen Iverson,,Allen Iverson steps over Tyronn Lue,,phi|lal,
LZ2nOlFru9g,5969365,20070221,Shaq dunks on Mutombo and does 'Finger Wag',"Shaquille O'Neal,Dikembe Mutombo",2000,5969365,,,,0,20070221-Shaquille O'Neal,,Shaq finger wags Mutumbo,,mia|hou,
Ye-0ghhY7uw,4997150,20020101,Michael Jordan 2002: NBA Record 51 pts at age 38,Michael Jordan,2000,4997150,,,,0,20020101-Michael Jordan,,Jordan scores record 51 at age 38,dk,was,
vAA8mLz8aJ0,3821302,20081130,Derrick Rose Breaks Andre Miller's Ankle HD 720p,"Andre Miller,Derrick Rose",2000,4982947,fHhIMo_6WSY|a0BXzb3JVVQ|uEL3ZkXpl2E|nonsHIZcIhI|lVqElk2nE5o|c3do07PA95o,Derrick Rose Pawns Andre Miller Twice [ Bulls Vs Sixers 30th Nov]|Derrick Rose block on Andre Miller|Derrick Rose blocks and breaks Andre Miller's ankles|Derrick Rose breaks Andre Miller's ankles (HD)|Derrick Rose crosses Andre Miller BAD ! HD !|Derrick Rose crosses Andre Miller,431733|309813|216616|134986|51891|16606,6,20081130-Andre Miller,,Derrick Rose crosses up Andre Miller,,chi,
5uRN7iJ5CqQ,4099306,20091112,Dwyane Wade Dunk on Varejao (HD),"Anderson Varejão,Dwyane Wade",2000,4938565,b2sOjr5-Taw|XDok0D97x10|qCzsv_i2uwE|uL732LREmjw|7Q8JNnhTp9E,Dwyane Wade DEMOLISH Anderson Varejao with a SICK DUNK [11.12.09]|Dwyane Wade Dunks Over Anderson Varejao 11/12/09|Best Dunk Of The Year - Dwayne Wade Dunk On Varejo!!|Dwyane Wade aka Flash Dunks on Varejao! [HD] 11-12-2009|Dwyane Wade Posterizes Anderson Varejao 11.12.09 HD 720P,603159|104536|65078|35383|31103,5,20091112-Anderson Varejão,,Wade dunks on Anderson Varejao,dk,mia,
Ff9n_5oayuQ,4479945,20030416,Micheal Jordan's Last Game - A Day No One Will Ever Forget,Michael Jordan,2000,4574259,8ut3kqPLxdA|ep2696mVHBA|igv_QjFZGHw,"Michael Jordan Tribute; Nicole Renee - Welcome to my world|Michael Jordan's Last Game: TV Montage|SCRIPTED NBA- Jordan's last game April 16, 2003 & Kobe's last game April 13, 2016",43999|32760|17555,3,20030416-Michael Jordan,,Jordan's last game,,was,
kt5pOPn_0Ik,4122823,20061120,Nate Robinson Blocks Yao Ming,"Yao Ming,Nate Robinson",2000,4122823,,,,0,20061120-Yao Ming,,Nate Robinson blocks Yao Ming,bk,hou,
wL-c5n2aPxI,1916069,20030309,"Throwback: 40 Yr-Old Michael Jordan Highlights at Knicks (2003.03.09) - 39 Pts, Last Game at MSG!",Michael Jordan,2000,3818765,Q4A2FhPLnB0,Michael Jordan Last Game,1902696,1,20030309-Michael Jordan,,Jordan's last game at MSG,,was,
2Xk744838J4,3522095,20031029,Lebron James' First NBA Game (INCREDIBLE),LeBron James,2000,3724489,8H0lPz0--qE|isa34MYEUFc,Lebron James' NBA Debut- 10/29/2003|LeBron James - 25 Points Vs The Kings (10.29.03).WMV,119133|83261,2,20031029-LeBron James,,LeBron's first game,,cle,
Wnz95vZn7ig,3170828,20000308,"Vince Carter - Best Alley-oop Dunk Of All Time (Mar 08, 2000)",Vince Carter,2000,3229227,Qn1cHJhEaAk|prBWdT90-N4,03.08.00 - VC vs Clippers 23pts (4th QTR Comeback w/ Jaw Dropping Alley Oop & Game Winning Shot)|Vince Carter vs Clippers (03-08-2000),34224|24175,2,20000308-Vince Carter,,Vince Carter alley-oop,dk,tor|lal,
vukMoNEtkBQ,2718313,20050417,Kobe LEFT HANDED THREE!! RARE!,Kobe Bryant,2000,3206366,LkFKf94mPxA|4MuvPhGs6-4,Kobe - Left handed buzzer beater|Kobe Bryant - Left Handed 3 Pointer,272852|215201,2,20050417-Kobe Bryant,,Kobe hits left-handed three,,lal,
ACZnF87Iy84,1082764,20060430,Kobe Game-Tying + Game Winning Shot vs Suns 06 Play-Offs HD,Kobe Bryant,2000,3035241,OFa5FB-qrt4|wPEhmLIBXvI|Nd5vP5-dJak|0TE3tUy6UMY|-kChbesPOfk|Egtk-29hqwU,"Kobe Beats the Suns at the Buzzer|Kobe Bryant Buzzer Beater Game 4 Lakers vs Suns 2006 NBA|Kobe Game Winner - Lakers vs Suns - 2006 Playoffs R1: Game 4|Kobe Bryant GAME WINNER at the buzzer vs Phoenix Suns HD|Kobe Bryant Buzzer Beater Game 4 Lakers vs Suns 2006 NBA Playoffs  HQ|Kobe Bryant Full Highlights vs Suns 2006 WCR1 GM4 - 24 Pts, 8 Asts, Game Winner",970877|298356|251102|217901|135731|78510,6,20060430-Kobe Bryant,,Kobe hits game-winner vs. the Suns,gw,lal,
