external_video_id,estimated_view_count,date,title,players,decade,agg_view_count,video_ids,video_titles,video_counts,num_videos,id,video_custom,title_custom,type,team,start
tr6XsZVb-ZE,3096015,20130618,Ray Allen's AMAZING game-tying 3-pointer in Game 6!,Ray Allen,2010,6366867,44T6FYdLcLc|5zYoE0OzoBU|S3p1CxUnL1A|1s5XbKdE5GU|XLLXM4UPfU8,Ray Allen game-tying 3 pointer Heat-Spurs Game 6|[HD] Ray Allen MIRACLE Shot vs Spurs [Game 6 Finals]|Ray Allen hits CLUTCH three-pointer to send game to OT: Spurs vs. Heat Game 6 (6.18.13)|Ray Allen AMAZING game-tying 3-pointer vs Spurs (2013 NBA Finals GM6)|Ray Allen AMAZING game-tying 3 vs Spurs (Ian Eagle call),1455464|1076487|704551|23396|10954,5,20130618-Ray Allen,,Ray Allen hits game-tying three in game 6,,sas|mia,
Sh2ZT1aPBoE,3187334,20120404,Blake Griffin Poster Dunk on Pau Gasol - Lakers @ Clippers - 4/4/2012,"Blake Griffin,Pau Gasol",2010,6112195,PzxFJa6rfsg|nvEdZezNziM|G549CERPnak|yBXb2sCdYUc|wcRGMUmHBno|i9sKNqMgkgU|vkBM5PXnMuY|kVSAC52BnAM|VZf6VyIhUzM|gXTlcrmhRX0|O4Qzow01eyE,"Blake Griffin posterizes Pau Gasol twice in the same game (2012.04.04)|何謂霸王肘灌籃? Blake Griffin 霸道的秀給你看!! 2012.4.4 vs Lakers|Blake Griffin absolutely DESTROYS Pau Gasol (Apr. 4, 2012)|4-4-12 Blake Griffin put-back slam over Pau Gasol|Kobe Bryant & Andrew Bynum vs Chris Paul & Blake Griffin Full Battle 2012.04.04 - 104 Pts Combined!|Blake Griffin Dunk Of The Year On Pau Gasol 4/4/2012|Blake Griffin posterizes Pau Gasol - MURDER DUNK 4/4/2012|Blake Griffin Dunks ALL Over Pau Gasol (Lakers - 4/4/12)|Blake Griffin posterizes Pau Gasol Twice! A Murder In Lob City 4/4/2012|Blake Griffin Dunk DESTROYS Pau Gasol (Clippers vs. Lakers 04/04/12)|Blake Griffin MONSTER putback on Pau Gasol (Apr 4, 2012)",1314154|477779|330697|262930|228299|151277|48772|48157|23866|22628|16302,11,20120404-Blake Griffin,,Blake Griffin posterizes Pau Gasol,dk,lac|lal,
ZfIJEyWYTdE,5938296,20140426,LeBron Stares Down Michael Jordan While Dunking,"LeBron James,Michael Jordan",2010,5951550,qlp1VmPocwI,LeBron James stares down Michael Jordan while dunking: Heat vs. Bobcats Game 3 (4.26.14),13254,1,20140426-LeBron James,,LeBron stares down Jordan in the crowd while dunking,dk,mia|cha,
8QlYIp9SrPM,3476624,20160616,"Stephen Curry vs LeBron James SUPERSTARS Duel in 2016 Finals G6 - Steph With 30, LBJ With 41 Pts!","Stephen Curry,LeBron James",2010,5901346,fZYCBTM04mg|bJEG7fcUn-s|dOKduRYSdiw|spG3sZUkOhs|s20AvN-yVq4|KkciRLybSg0,"Stephen Curry Ejected - Warriors vs Cavaliers G6 - Jun 16, 2016 - 2016 NBA Finals|LeBron James Full Game 6 Highlights vs Warriors 2016 Finals - 41 Pts, 11 Ast, B2B BEAST MODE!|Steph Curry Fouls Out And Throws Mouthguard At Fan in Game 6 of NBA Finals (No Audio)|Stephen Curry Fouls Out And Throws Mouthguard At Fan in Game 6 of NBA Finals - June 16, 2016|Stephen Curry fouls out, then gets ejected for throwing his mouthguard. [Cavs vs Warriors 6/16/16]|15 Most WTF Moments Of The NBA Finals",1238191|759073|171235|166545|72152|17526,6,20160616-Stephen Curry,,LeBron vs. Curry in game 6,,gsw,
mejFtEY5faU,3463185,20140502,Damian Lillard's Ridiculous Game Winner Lifts Blazers Over Rockets: Taco Bell Buzzer Beater,Damian Lillard,2010,5785186,V2GJ2PwXQ4E|CCNkEyX6xFA|kTL75ymkpAg|C-q_bH6Yun0|s0_luuPv1MA|p-7z29H3BRs|ncbd4Cfzbaw|MckGmW2UECI|G2UHNx_EeTU|N29JOI240Eg|LHYoaPiY5Rc|ESAmDVIuRj4,"Damian Lillard amazing game-winner vs Rockets (2014 NBA Playoffs GM6)|Rockets vs Blazers amazing finale : Damian Lillard's Buzzer-beater three wins the series | game 6|Rockets vs. Trail blazers final shot with 0.9 Seconds left by Damian lillard|Rockets vs. Blazers Game 6: Damian Lillard highlights - 25 points, game-winner (5.2.14)|Damian Lillard hits game-winner, series-clincher; Rockets at Blazers, Game 6|Damian Lillard hits game-winning three-pointer at the buzzer: Rockets vs. Blazers Game 6 (5.2.14)|Damian Lillard's Game 6 game winner vs Houston   CSN Houston's broadcast|Tissot Buzzer Beater | 5.2.2014: Damian Lillard Sends Portland to the 2nd Round!|Courtside view of Damian Lillard's game winner vs Rockets 5/2/14|Damian Lillard Hits Game Winning 3 Point Shot To Knock Houston Rockets Out The Playoffs (5-2-14)|Damian Lillard CLUTCH Buzzer Beater vs Rockets - 2014 NBA Playoffs GM6|Damian Lillard - Portland Trail Blazers Win 2014 playoffs against Houston Rockets 5/2/2014",1209303|452051|176717|175333|89743|69337|51693|51668|12750|12318|10666|10422,12,20140502-Damian Lillard,,Damian Lilliard hits game-winner,gw,por|hou,
e04uyfgVgjY,4278683,20110524,Derrick Rose 3 nasty dunks vs Heat (2011 NBA playoffs ECF GM4),"Dwyane Wade,LeBron James,Derrick Rose",2010,4650374,WkFeZfEpNnM|LhP8dIRJbc0|OmuFAUZXAxk|M29rAsiocSQ|Xrh1AQGDyA4|hn3RIsV9kVA|pCPaG71BtoU|EYsEylHsq4A,"AND1: Derrick Rose Goes Coast-to-Coast for the Two-Handed Tomahawk Dunk  (Game 4, May 24, 2011)|Dwyane Wade clutch game-sealing block on Derrick Rose (2011 NBA playoffs ECF GM4)|Too Fast for LeBron: Derrick Rose HUGE One-Handed Breakaway Dunk (Game 4, May 24, 2011)|Dwyane Wade MONSTER Block on Derrick Rose (Game 4, May 24, 2011)|Block of the Night: LeBron James FREAKISH Block on Derrick Rose (Game 4, May 24, 2011)|Derrick Rose SICK dunk on Joel Anthony (May 24, 2011)|Lebron's Travel vs Chicago Bulls Game 4 5/24/11|SICK: LeBron James One-Handed Fastbreak Dunk on Luol Deng (Game 4, May 24, 2011)",107909|90785|69026|40558|20481|18964|12431|11537,8,20110524-Dwyane Wade,,Derrick Rose with three nice dunks,dk,chi|mia,
HHk7gpEGkmI,4395451,20100109,Reke's Phantom Shot,Tyreke Evans,2010,4514273,rD1IX13EiWY,Tyreke Evans Game Winner vs Denver Nuggets,118822,1,20100109-Tyreke Evans,,Tyreke Evans game-winner,gw,den,
gSRk7qrwDNA,4500843,20130606,Manu Ginobili's amazing pass that was totally unnoticed by everyone. Game 1 2013 NBA Finals,Manu Ginóbili,2010,4500843,,,,0,20130606-Manu Ginóbili,,Manu Ginobli with a nice pass,,sas,
lOBgZXdxz5E,3261890,20120219,[HD]林書豪打爆小牛8分鐘紀錄 Jeremy Lin Knicks VS Mavericks 2.19.2012,Jeremy Lin,2010,4483020,_PfmkmeySeM|WGivgBwFw9E|ZFur5NDh9Ko|L1PDYyUBYRA|mBlZVjdUgNY|0-HlCyLB6hs|YcKZhdWH3tE|JJxeRbCin_E|qtwDLB98rJY|WHQUnTV0Eh4|WTkNF6dQGT8|a0gnB9MO72s,"The Jeremy Lin Show Vs. Dallas Mavericks (2/19/12)|Magic Johnson & Jon Barry analyze Jeremy Lin's game (2-19-12)|2012-02-20 NBA 尼克 vs 小牛 林書豪 生涯新高 14助攻 精彩畫面|2012-02-20 NBA 尼克 vs 小牛 林書豪 上半精華 Jeremy Lin|Jeremy Lin 3 Pointer Over Dirk Nowitzki - Mavericks @ Knicks 2/19/2012|2012-02-20 NBA 尼克 vs 小牛 林書豪 關鍵抄截 扣籃得分|Jeremy Lin Steal & Dunk - Mavericks @ Knicks 2/19/2012|Jeremy Lin 28 points vs. Dallas Mavericks || 2.19.12 || HD|The Jeremy Lin Show Vs. Dallas Mavericks (2012-2-19)|2012-02-20 NBA 尼克 vs 小牛 林書豪 精彩切入禁區 AND1|2012-02-20 NBA 尼克 vs 小牛 林書豪 單吃 基德 Jeremy Lin|Jeremy Lin Shoots Over Jason Kidd: Dallas Mavericks vs. New York Knicks | February 19, 2012",780406|153161|77293|47648|38312|33688|17996|17813|17568|13512|13070|10663,12,20120219-Jeremy Lin,,Jeremy Lin vs. the Mavericks,,dal|nyk,
VG6FzmB1mdg,3334255,20100121,Kobe Bryant vs Lebron James [Cavs vs Lakers] 2009-2010,"Kobe Bryant,LeBron James",2010,3759701,82pv7VttQ0w|obRTuX4aCN4,"LeBron James sings on ""Forever"" by Drake & Eminem in time out Lakers vs. Cavaliers (21.01.2010)|Kobe Bryant vs LeBron James NASTY Duel 2010.01.21 - Kobe With 31 Pts, The king With 37 Pts!",412381|13065,2,20100121-Kobe Bryant,,Kobe vs. LeBron,,lal|cle,
5nyBpt9tRsg,3105499,20150123,Klay Thompson 37pt 3rd Quarter CSN Bay Area feed 1-23-15,Klay Thompson,2010,3157365,d7zoAVjx0e8|Ux4izvWR-bE|_3V8ZkhVh3Q|KMKLLfoBtRc,"Klay Thompson scores 37 points in a quarter! (1-23-15)|Warriors 2014-15 Season: Game 41 vs. Kings|Klay Thompson All 37 Points in 3rd Quarter! | 52 Points | January 23 2015|Klay Thompson's RECORD - 37 Pts in 3rd Qtr | Kings at Warriors | Jan. 23, 2015 | 2014-15 NBA Season",17845|13223|10536|10262,4,20150123-Klay Thompson,,Klay Thompson scores 37 in the 3rd quarter,,gsw,
m3A6wJBZ7hE,1749760,20120204,"""Linsanity"" First Game",Jeremy Lin,2010,3123835,7mr3P2JMcd8|8j68bl8LmFg|2WDK6NCsxzo|3Yemo_YPR78|fSKlqpTIc5A,The Jeremy Lin Show Vs. New Jersey Nets (2/4/12)|＊ (2012-02-04)《Linsanity》1-year anniversary 《林來瘋》林書豪 成名之作|[HD] Jeremy Lin - Identity|The Jeremy Lin Show Vs. New Jersey Nets (2012-2-4)|The Jeremy Lin  vs New Jersey Nets   2.4.2012   HD   - YouTube.flv,941602|349645|56000|16454|10374,5,20120204-Jeremy Lin,,"The first game of ""Linsanity""",,bkn,
x7QGkDBXnLA,1991070,20160613,Kyrie Irving & LeBron James HISTORIC Performance in 2016 Finals G5 vs GSW - UNREAL 41 Pts Each!,"Kyrie Irving,LeBron James",2010,2960040,gj1N1uaClcs|UIfvyDpRc7E,"Golden State Warriors vs Cleveland Cavaliers - June 13, 2016|Kyrie Irving and LeBron James Combine for 82 Points in Game 5 NBA Finals Win",521533|447437,2,20160613-Kyrie Irving,,Kyrie and LeBron both score 41 in game 5,,cle,
dkIJn7qbfHU,2931010,20101112,"Blake Griffin crazy dunk attempt over Stuckey (Nov 12, 2010)","Rodney Stuckey,Blake Griffin",2010,2931010,,,,0,20101112-Rodney Stuckey,,Blake Griffin dunk attempt over Stuckey,dk,lac,
BUdLLdR8Pow,2918355,20100307,Kobe Doesn't Flinch.,Kobe Bryant,2010,2918355,,,,0,20100307-Kobe Bryant,,Kobe doesn't flinch,,lal,
6brTdgkALFY,2586927,20151128,"Stephen Curry vs Seth Curry Brothers Highlight 2015.11.28 - 28 Pts, 8 Assists Combined","Stephen Curry,Seth Curry",2010,2614644,RLtNiWqz8DA,Seth Curry hits the triples vs. brother Steph Curry's Warriors 11/28/2015,27717,1,20151128-Stephen Curry,,Curry brothers battle,,gsw,
NI7eTHUA8WQ,2581151,20120609,Double Technical on Wade and Rondo in Game 7 (2012 East Finals),"Rajon Rondo,Dwyane Wade",2010,2593804,Tn_zmL0jnFg,Dwyane Wade's NASTY Alley-oop to LeBron James vs. Boston Celtics | 2012 NBA Playoffs | 6.09.2012,12653,1,20120609-Rajon Rondo,,Double tech on Wade and Rondo,,bos,
YRIMQi7X7mI,2148573,20130620,"NBA Finals 2013: Game 7, Final minute","Tim Duncan,LeBron James",2010,2589390,6szZ4hbumT0|jxqSSyod-iQ,Lebron James 37 points vs Spurs - Full Highlights (2013 NBA Finals GM7)|LeBron James Game 7 Post Game Press Conference (NBA Finals) [6/20/2013],366428|74389,2,20130620-Tim Duncan,,End of game 7 Spurs vs. Heat,,sas|mia,
GuPzSTCBTUs,2379047,20151225,"LeBron James vs Stephen Curry Christmas Battle 2015.12.25 - 44 Pts, 16 Rebs Combined, MVPs Duel!","Stephen Curry,LeBron James",2010,2566661,h2OinXBGYsI,Kyrie Irving vs Stephen Curry Christmas Battle 2015.12.25 - 31 Pts. 9 Dimes Combined,187614,1,20151225-Stephen Curry,,LeBron vs. Curry on Christmas Day,,gsw,
IkcQnwynqOc,1327148,20110602,Dallas Mavericks incredible 4th quarter comeback vs the Heat (2011 NBA Finals GM2),Dirk Nowitzki,2010,2447108,3Y_SHyVpS-k|rCT8ov5Lv_Y,NBA Finals 2011: Dallas Mavericks Vs Miami Heat Game 2 Highlights (1-1) Nowitzki Game Winner|Dallas Mavericks go on 22-5 run in 4th quarter comeback: Mavericks vs. Heat Game 2 (6.2.11),963153|156807,2,20110602-Dirk Nowitzki,,The Mavericks 4th quarter comeback,,dal,
H8gdrILm47o,2395692,20130306,Kobe Bryant fools Hornets on inbounds play gets breakaway dunk Lakers-Hornet 3-6-13,Kobe Bryant,2010,2407219,QIHi3EBuniA,Kobe Bryant's Greatest Games: 42 Points 7 Reb 12 Ast vs. New Orleans Hornets (03/06/13),11527,1,20130306-Kobe Bryant,,Kobe Bryant inbound trickery,,lal,
Z9q8jsVQnNk,2328442,20120103,Blake Griffin Posterizes Kendrick Perkins - Thunder @ Clippers 1/30/2012,"Kendrick Perkins,Blake Griffin",2010,2328442,,,,0,20120103-Kendrick Perkins,,Blake Griffin posterizes Kendrick Perkins,,okc|lac,
mtcT1PRD7u4,2209574,20121030,Kevin Garnett ignores Ray Allen: Celtics vs. Heat (10.30.12),"Ray Allen,Kevin Garnett",2010,2304202,Vfqc2o1QzTM|e5Fps7fnDPg,"Ray Allen Greets Kevin Garnett, Kevin Garnett Doesn't Flinch - Celtics @ Heat 10/30/2012|Kevin Garnett 'IGNORES' Ray Allen's Handshake Attempt (10/30/12)",83602|11026,2,20121030-Ray Allen,,Ray Allen greets Kevin Garnett,,bos|mia,
6CKHOMKqxYw,2127420,20120128,"DeSagana Diop worst free throw ever! (Jan 28, 2012)",DeSagana Diop,2010,2219138,Oq6AcPD0YRw,"DeSagana Diop's ""worst free throw ever"" entry",91718,1,20120128-DeSagana Diop,,DeSagana Diop misses free throw,,was|cha,
7bckeFYPj-o,2197108,20150615,Heat vs Spurs: Game 5 Full Game Highlights 2014 NBA Finals - Kawhi Leonard Finals MVP,Kawhi Leonard,2010,2197108,,,,0,20150615-Kawhi Leonard,,"Heat vs. Spurs, NBA Finals, Game 5",,mia|sas,
qge70eEDP6o,2144272,20140115,James Harden breaks Austin Rivers' ankles for the game-winner,"James Harden,Austin Rivers",2010,2178940,G6XebhDAXW8,James Harden clutch shot over Austin Rivers 1-15-14,34668,1,20140115-James Harden,,James Harden crosses up Austin rivers,,hou|nop,
ZdmsNA6yhXY,1709772,20101216,J.R. Smith dunk on Gary Neal - Spurs @ Nuggets 12/16/10,"Gary Neal,J. R. Smith",2010,2101846,89a2hHKfkgo|hn90M4C4YNg|HoZWWlP_R7w|kyAtcXx8Tlk|YmP7njOGgc4|TL4BTnP2rdE|K7i5g0xerJM|FdKhvApnsHI,"NBA Jr Smith AMAZING Dunk Over Gary Neal (Dunk Of the Year)!!! 12/16/2010|J.R. Smith Crazy Dunk vs Spurs 12/16/10|J.R. Smith Posterized Gary Neal (12.16.2010)|JR Smith HUGE DUNK over Gary Neal (Dec. 16, 2010)|JR Smith posterizes Gary Neal|J R  Smith dunk on George Hill   Spurs @ Nuggets 12/16/2010|Kevin Harlan reacts to J.R. Smith's basket|JR's High-Flying Two-Handed And-1 Slam - 12.16.10",179667|66352|37238|27345|23364|22125|21100|14883,8,20101216-Gary Neal,,J.R. Smith dunks on Gary Neal,dk,den|sas,
Dxbs4HRcFlA,1972268,20151030,Stephen Curry vs James Harden MVP Duel 2015.10.30 GSW at HOU - Curry owns it!!!,"James Harden,Stephen Curry",2010,1972268,,,,0,20151030-James Harden,,Stephen Curry vs. James Harden,,gsw|hou,
i7cVBlxc8OA,1072849,20141031,Jeremy Lin waves off Kobe Bryant and scores!,"Chris Paul,Kobe Bryant,Jeremy Lin",2010,1963214,UyrxAlftfac|IQpmOA1X5Ok|4h3YDXkwUws|wuPvNjtnef8|oH6N58mfjKI|zHkXiZ5Q4Ko,"Jeremy Lin林書豪-10/31/2014 Lakers vs Clippers 湖人vs快艇|Jeremy Lin ( 17 PTS ) vs. Clippers + Referre's (10-31-2014)|October 31, 2014 - Clippers vs. Lakers - Kobe Bryant Reverse Dunk On Matt Barnes|October 31, 2014 - Clippers vs. Lakers - Jeremy Lin Gets Fouled But No Whistle|October 31, 2014 - Clippers vs. Lakers - Kobe Bryant Scoop Layup|Kobe Reverse Dunk against the Clippers (Matt Barnes) - 10.31.14",310305|249118|209905|76957|26935|17145,6,20141031-Chris Paul,,Jeremy Lin waves off Kobe,,lal,
pdyRB8iT_NM,1934892,20110407,Derrick Rose killer cross over Rondo & Poohdini lay up April 7 2011,"Derrick Rose,Rajon Rondo",2010,1934892,,,,0,20110407-Derrick Rose,,Derrick Rose crosses up Rajon Rondo,,bos|chi,
RO2etN-OHtQ,816477,20100617,Last mins of Epic Game #7 Lakers vs Celtics,Kobe Bryant,2010,1922760,G8Hwv79wkmI|Q-mT99HCFFI|3WNlS0MyCmo,"Kobe Bryant (23-15-2) 2010 Finals Gm 7 vs. Celtics - Team Effort to 5th Ring|Ron Artest Clutch 3-Pointer - Game 7 (Lakers Vs. Celtics) NBA Finals HD|Lakers vs. Celtics NBA Finals Game 7 - June 17, 2010 : Last Play Of The Game Into Celebration",652982|433610|19691,3,20100617-Kobe Bryant,,"Ron Artest Clutch three, Finals, game 7",,lal|bos,
KgLMI784M4E,1852885,20110526,LeBron James and Dwyane Wade go on a 19-4 comeback run to advance to 2011 NBA Finals (5.26.11),"LeBron James,Dwyane Wade",2010,1896289,pLPRelDH9QE,"Luol Deng dunks on LeBron James (May 26, 2011)",43404,1,20110526-LeBron James,,LeBron and Wade go on a run,,bos|chi,
lHY3t5S8CyQ,1273881,20160203,"Stephen Curry vs John Wall UNREAL Duel 2016.02.03 - Wall With 41 Pts, Steph With 51 Pts, 11 Threes!","John Wall,Stephen Curry",2010,1868215,YlqmvauDs8g|UDnGyw58XOQ|ywtY51-2wCs|xiO_7JrGa_A|_A4sIKwCNNw,"Stephen Curry ( 51 PTS ) vs. Wizards (2-3-2016)|Golden State Warriors vs Washington Wizards - February 3, 2016|Stephen Curry & Klay Thompson Tie Most 3's by Teammates with 17|Stephen Curry 25Pts (7 3-pointers) in 1st quarter alone vs Washington Wizards 2016.02.03|Warriors 2015-16 Season: Game 49 vs Wizards",469168|51099|41997|21269|10801,5,20160203-John Wall,,Stephen Curry vs. John Wall,,gsw,
FkxcY45bP2U,1642920,20130318,LeBron James Dunk On Jason Terry -  Heat @ Celtics 3/18/2013,"LeBron James,Jason Terry",2010,1865893,_9lH5cxFl9g|tpx-X3yR5fA|q-c_4qnorjM|8U1YmHxIIU8|KubGA57442o|jXvRef9QQy0,"Lebron James Game-Winning Shot Heat-Celtics 3-18-13|March 18, 2013 - LeBron James Posterizes, Destroys, & Kills Jason Terry (Ultimate Collection)!!!|LeBron James MANLY Freight Train Dunk Posterization Over Jason Terry-Heat vs Celtics 3/18/13|Lebron James Dunk on Jason Terry Phish Style|LeBron James / Juwan Howard beef|LeBron James' MONSTER alley-oop dunk on Jason Terry: Heat vs. Celtics (3.18.13)",86386|43315|33825|23658|21816|13973,6,20130318-LeBron James,,LeBron dunks on Jason Terry,,mia|bos,
4p3xWG3mkXE,1677637,20130522,LeBron's OT buzzer-beating game-winner vs Pacers!,LeBron James,2010,1769746,HZ7E-YlJ5lo|_CUXWhGXbV0|NhNO1Tagj7M|7SesO0MhucI,LeBron James' game-winning layup at the buzzer: Pacers vs. Heat Game 1 (5.22.13)|Lebron James GAMEWINNING layup in OVERTIME! 2013 CLUTCH! #Miami #Heat #NBA #LeBron|Lebron James Game Winner   Heat vs Pacers   May 22 2013   Game 1   NBA 201213|LeBron James Game-Winning TRAVEL vs. Pacers 05/22/2013 Eastern Conference Finals Game 1,36599|27998|14424|13088,4,20130522-LeBron James,,LeBron hits OT buzzer-beating game-winner,gw,mia|ind,
rkm3LVYhInM,1168620,20160602,LeBron James Shuts Down Stephen Curry - 2016 NBA Finals,"LeBron James,Stephen Curry",2010,1758286,6r6pMIvervA|2Oj7sx2w9WI,"LeBron James locks down Draymond Green - 2016 NBA Finals|LeBron James vs Stephen Curry SUPERSTARS Duel in 2016 NBA Finals Game 1 - 34 Pts, 15 Ast Combined",339742|249924,2,20160602-LeBron James,,LeBron shuts down Curry,,gsw,
d8vbdA0wGuI,329746,20120130,Blake Griffin Monster Dunk On Kendrick Perkins (HD 2012-01-30),"Blake Griffin,Kendrick Perkins",2010,1754692,Ifa4YXy2A0Q|sKMtDrzvuq4|UxceMGQUXvk|dihEDTMa1xo|De8Kc7e52iI|fBsjxsUxMmY|15pnlvyPHSQ|Vhz1VkKofBg|JpFVGPGPVFE|wOnrqWbqhcM|Iulu0tFNLx0|93euTMqDuYc|bkJKRb5A6ok|9TiS1z_4pCE|0kzoKSiZw4Y|xEXLJzID88c|Ds7Tw6UZkKk|P9eD9Vrpn-o|eywMGMGppmk|RHBzWGdkA6s,"Blake Griffin Posterizes Kendrick Perkins (Alternate Angles) - Thunder @ Clippers 1/30/2012|Blake Griffin Insane Dunk on Kendrick Perkins [HD]|Blake Griffin DUNKS over Kendrick Perkins, dunk of the year!!!!|Dunk of the Year!!! 2012 Blake Griffin on Kendrick Perkins!! 1/30/12|Blake Griffin Posterizes Kendrick Perkins (Real Time) - Thunder @ Clippers 1/30/2012|Blake Griffin dunks on Kendrick Perkins: Thunder vs. Clippers (1.30.12)|Blake Griffin DUNK OF THE YEAR on Kendrick Perkins (Thunder vs. Clippers 01/30/12)|Blake Griffin Amazing Dunk on Kendrick Perkins ""Dunk of the Year""!!!!! NBA #daaaaaaaaamn|Blake Griffin posterizes Kendrick Perkins HD 720p Perkins vs.Thunder1/30/12|Blake Griffin posterizes Kendrick Perkins HD:1/30/12|Blake Griffin dunks on Kendrick Perkins 1/30/2012 ""DUNK of the YEAR""|Re: NBA Dunk Of The Week: Blake Griffin Monster Dunk On Kendrick Perkins!|Blake Griffin FILTHY RIDICULOUS dunk on Perkins (Jan 30, 2012)|Blake Griffin Dunks on kendrick Perkins 1/30/12|Blake Griffins INSANE MONSTER DUNK OF THE YEAR on Kendrick Perkins 1/30/2012|Blake Griffin's Dunk On Perkins 1.30.12 www.Higher-Vertical.com|Blake Griffin's (DUNK OF THE YEAR!) Huge Dunk Over Kendrick Perkins Vs OKC 1.30.12 [NBA] HD|GRIFFIN POSTERIZE PERKINS 1/30/12|Blake Griffin AMAZING dunk on Perkins vs Thunder (2012.01.30) [All Angles]|Blake Griffin Dunk of the Year January 30, 2012 on Kendrick Perkins",193577|181605|166614|158310|95293|94099|84504|77205|63131|49733|44449|38682|37464|30576|28514|23493|22684|12303|11690|11020,20,20120130-Blake Griffin,,Blake Griffin dunks on Kendrick Perkins,dk,lac,
xwx9HiM4Aw0,873680,20101120,"Blake Griffin RIDICULOUS slam dunk on Mozgov (Nov. 20, 2010)","Timofey Mozgov,Blake Griffin",2010,1741728,1b9ammt7YKk|dYJ4R6CxqEM|3DIe_VUhUJ4|GXZ0sTmEKDw|JcCdkWShdkA|9eRKXGiAAnw|VTEwP2j9MCQ|4TUzYw755Ak|glm4-ULC4zw|fbTKKI_nguU,"Blake Griffin Dunks All Over Knicks 11-20-10 HD|Blake Griffin Ridiculous Facial on Timofey Mozgov|Blake Griffin CRAZY spin and DUNK over Gallinari (Nov 20, 2010)|Blake Griffin Dunks On Danilo Gallinari|Blake Griffin AMAZING putback dunk vs Knicks (Nov. 20, 2010)|Dunk of the Night (11/20/2010): Blake Griffin's Monster Slam Dunk on Timofey Mozgov|Blake Griffin dunk against Knicks|Blake Griffin putback slam against Knicks|Blake Griffin Spin Move Dunk over Danilo Gallinari 11/20/2010|Blake Griffin travels on one of his dunks against the New York Knicks (11/20/10)",250358|163820|140339|101546|69486|45176|37142|23789|18732|17660,10,20101120-Timofey Mozgov,,Blake Griffin dunks on Timofy Mozgov,dk,lac,
wwZdoevq3E4,1703085,20140124,Chandler Parsons hits 10 straight three-pointers in ONE HALF!,Chandler Parsons,2010,1703085,,,,0,20140124-Chandler Parsons,,Chandler Parsons hits 10 straight 3s in one half,,mem|hou,
L3NGX_8WzPs,1296758,20101103,"Blake Griffin Hammer Dunk On Nenad Krstic (November 3, 2010)","Blake Griffin,Nenad Krstić",2010,1698724,46GL3jpxbuI|lEyVsYqrYcw|f3UWMzkdnmw|EKd7p06mPsA,"Blake Griffin's Thunderous Throw Down on Nenad Krstic|Blake Griffin 2 Nasty Dunks vs.Okc [11.3.10]|Blake Griffin hammers one on Kristic (Nov. 3, 2010)|Play of the Day (11/03/2010): Blake Griffin Posterizes Nenad Krstic (Monster Slam)",344190|32754|14188|10834,4,20101103-Blake Griffin,,Blake Griffin dunks on Nenad Krstic,dk,lac,
