external_video_id,estimated_view_count,date,duration,categories,decade
qd4Vf9VPnmw,34577,19960113,446,fight,1990
CgZO-z_vGRQ,34574,20170128,37,move,2010
3-G9n-J8pbg,34555,20141022,NaN,,2010
J50dZlKZi10,34549,20120131,32,dunk,2010
zoX5fdBuvuU,34541,20100307,17,dunk,2010
FK1tO1kKUv4,34540,20081008,68,shot,2000
soAghqRky0E,34532,20150312,362,pass|block,2010
UbELQ9IoQuo,34530,20150514,119,shot|dunk|pass|injury,2010
LaWqBVbv3cM,34521,20120119,74,block,2010
0ugbkgRl7Tw,34518,20111220,154,,2010
BYQ3DSNJc5U,34517,20091204,47,shot|dunk,2000
oZ4TvimjNKY,34515,19910612,988,,1990
zKtrviXEemg,34501,20160727,23,,2010
aEFQfzz90lA,34497,20090205,60,block,2000
Fcsa-a9fBLI,34486,20020104,51,block,2000
WJcHhqZ6ccM,34476,20000614,199,,2000
d74qoWx9zh4,34457,20121209,11,block,2010
rWrCi4Q3iqM,34456,20091130,143,shot,2000
oZP0KITd0Qs,34450,20130615,312,,2010
5xoZadSdVZ0,34439,20110223,184,,2010
_b8mT5CSh_s,34438,20101027,245,,2010
ssbsq_zmGhw,34434,20130123,389,,2010
tmwtBDxIGa0,34424,20130603,113,,2010
udyM5S1NB9k,34422,20140108,297,pass,2010
DCxnASOllUQ,34412,20101217,37,dunk,2010
DUHsLP6Bt6c,34407,20130327,136,,2010
HqDrgRosoyM,34398,20130524,45,dunk,2010
P_cJrRtiAIw,34390,20120311,29,block|dunk,2010
l4UKQdEtdDo,34381,20050208,1011,dunk|move,2000
F6qxifpg16E,34361,20090409,49,,2000
HNjzfDNzBCI,34351,20160424,21,,2010
W-7lmuPJv2g,34348,20110303,33,shot,2010
CShQAF1modQ,34340,20160314,74,,2010
xhG8FLZ6zwI,34336,20140219,53,dunk|fight|shot,2010
hxaskRk9UgU,34334,19960401,466,shot|dunk,1990
9zTR_-3kr4U,34307,20120613,721,,2010
Gc5uEP0PMns,34306,20141009,40,dunk,2010
9o_kN5ncKl0,34300,20101022,205,shot,2010
pvFG4OKbYdc,34285,20150118,153,,2010
eG7lmYzBbro,34275,19921223,856,shot,1990
MlcW_CE4V1I,34270,19910330,151,dunk,1990
-4lr7C8fyW8,34265,19880314,278,,1980
koBdmfpLgqg,34263,20110525,282,,2010
B3tHMaXd5Zg,34263,19921128,576,injury|dunk,1990
ROes62AmAJ8,34254,20161228,40,pass|shot,2010
6B_TGrGIbvg,34248,20151210,501,,2010
AehXXr9K6c8,34248,20151210,75,,2010
w0iMrkduD60,34234,20120311,69,shot,2010
m8_jYXpu8-M,34230,20120309,75,,2010
yj6ShM6rzR0,34229,20130205,193,injury,2010
Qn1cHJhEaAk,34224,20000308,526,shot,2000
RNeqEEYhB-o,34222,20110418,14,dunk|block,2010
TF1WMTJYW8w,34214,20120127,156,shot,2010
mXBFT_oiROo,34201,20101109,163,,2010
lkEszFsvOjM,34200,20071208,206,,2000
RLqFjdz42Qk,34196,20150116,134,,2010
Oq6kcigT7Uc,34196,20170117,37,pass|dunk,2010
UFKAHOYeWCc,34186,20140625,42,shot,2010
QFFMOjsvOLw,34182,20160118,2619,,2010
thTzW_pipKs,34172,20070218,166,pass|shot,2000
7TNWwMSjlP4,34164,20130313,243,,2010
6UboWaWI3Z8,34159,20170108,34,pass|dunk,2010
MXq7hoQSYjY,34154,20160412,253,,2010
9wSXwCbNbTI,34153,20160412,71,,2010
uv8Bu0uDh04,34136,20151128,84,shot,2010
xyzQxlTPVXg,34115,20161107,58,,2010
H1tdVNKhmCk,34110,20170106,160,pass,2010
AZbVfx4hr_8,34109,20091130,44,dunk,2000
38TGLCeN1bU,34093,20170301,362,pass,2010
4u25zK7kZtE,34092,20170213,258,pass,2010
eveaL7wFxes,34091,20090506,89,,2000
W6qgL7KQPF0,34086,20121115,149,,2010
9aRVKhKSwaU,34083,20161204,31,pass|move,2010
-P2FOz17fB4,34081,20160629,1425,block,2010
W4zyr8wBzho,34080,20160212,197,,2010
p2RuGt1-SJY,34062,20130111,107,,2010
zG8a852XVlc,34060,20080505,26,shot,2000
3B-Mgl7tiLU,34056,20160302,466,pass,2010
P-RmMhHbwcI,34055,20150526,583,,2010
A3Df3QeTr50,34041,20130420,317,,2010
7BnPNRCp1Js,34035,20160509,123,,2010
3qJiBVc4OT8,34032,19890218,449,pass|block,1980
Z5HLtSDKzTw,34031,20141208,291,dunk|move|shot,2010
XjzqZdnHrsU,34015,20091230,47,shot,2000
BPmVNpT2mRk,33982,20140324,175,pass|shot|fight,2010
Tsm88A96erk,33979,20161210,111,pass,2010
7VEi00N7uvo,33952,20091216,52,shot,2000
MztUYT1s62w,33945,20130123,26,,2010
cyelptVmWaA,33945,20161220,34,pass|shot|move,2010
0tMzJEgmrr0,33944,20170106,259,,2010
egj-X_syziU,33942,20100603,284,,2010
rYIaX5AiFds,33931,20170118,43,pass|dunk,2010
uUU5PhinkGE,33925,20131201,17,block,2010
w-NPrYBNBKA,33923,20091102,540,shot|pass|fight|block|move|injury,2000
fNzYbMqjwg8,33917,20160530,2505,,2010
aOYSmufqtbg,33913,20110527,427,,2010
wHdtqFfgcZY,33913,20131117,22,dunk,2010
DhJky0BOr2U,33894,19921120,649,fight|move|shot,1990
Dm9gEDZKFBM,33891,20110527,327,shot|pass|move|block|fight,2010
e8ORk70PeX0,33885,20170228,164,pass,2010
CzppKtJc2pI,33865,20090119,222,,2000
JGN4jEm7QB0,33862,20150308,14,move,2010
lUVmVwUVoSc,33858,20110501,35,shot,2010
yZyj5e02QhA,33847,20150210,145,,2010
cvR-tx7P-Vw,33846,20161219,36,pass|shot,2010
SNtZ6K9VJmQ,33846,20121212,39,shot,2010
PmQdTN8xYpE,33833,20150501,NaN,,2010
q-c_4qnorjM,33825,20130318,75,dunk|pass,2010
NqSV57on0_8,33825,20091203,46,block|shot,2000
C0mJ6vIgdjo,33820,20120306,298,pass|shot,2010
x50OikkOPKM,33811,20121130,116,shot,2010
z6dAJ1DwlSs,33808,20070314,455,,2000
oiOR4-WEbc0,33801,20160313,83,shot,2010
XKaIpiImhyM,33789,20001205,130,pass,2000
p-xoOGOXvTk,33789,20160203,73,,2010
EEYVDfRqxZk,33786,20120111,223,,2010
LUnji44Fsvw,33783,20140605,NaN,,2010
B9ecTKSko0s,33778,20170128,35,pass,2010
hVH8a_bjphw,33774,20121130,35,pass,2010
OydLpBGukR8,33773,20101117,49,dunk,2010
phoDZBQlp7E,33765,20090430,13,shot,2000
8UuE0fy9QZA,33740,20161129,43,pass|shot,2010
CawNSyGnHH0,33710,20140112,51,,2010
det3ooN_XgM,33709,20110109,72,,2010
gWP5d9lo5JQ,33708,20160227,32,,2010
15bxOh_kd6E,33699,20141226,129,,2010
O04P-H_nNng,33692,20120504,201,,2010
0-HlCyLB6hs,33688,20120219,37,,2010
P5CzJe9fIe0,33687,20060304,302,,2000
s-Zy9WIvY78,33676,20130327,246,,2010
ldN1j63HSmI,33675,20170304,262,,2010
6_mOouZtwAY,33668,20081016,23,dunk,2000
oJKJZ2AiRVk,33668,20140502,683,,2010
O5P6VkfwJOs,33668,20160517,49,,2010
TUa0DZg4jO0,33667,20121231,309,pass|shot,2010
0gFcPwyKqYg,33667,20161203,39,pass|dunk,2010
CqIhn9YI3Cg,33664,20080124,50,,2000
wrpL6zlJNzU,33649,20121228,624,,2010
oVKSBVs02to,33647,20120215,146,pass|shot,2010
O8C8cyBwtD4,33646,20080504,42,,2000
uwET7xlJu6c,33644,20091126,148,shot|pass|dunk,2000
1GLy1AQr6QQ,33641,20161215,216,pass,2010
eUYtgYzQmF4,33637,19930311,322,,1990
FRmhEGJQLbo,33636,20091218,23,shot,2000
q1clejSvlIs,33631,20130124,742,,2010
yCXEo2ujNX4,33599,20121211,212,,2010
4vUyHIczpO0,33588,20081106,73,shot,2000
3t6-HF0LjgA,33573,20120116,48,block|dunk,2010
HJyFGjsHfYs,33572,20090219,707,dunk|pass|shot,2000
4VrPYdjPQYM,33572,20140425,315,,2010
sXjs471SC0k,33568,20131103,247,dunk|move,2010
iv4GtWbkYXY,33555,20161214,53,pass|dunk,2010
d63iPnJu1vg,33554,19850312,163,shot,1980
dPDCS5ix0fA,33541,20150225,121,shot,2010
uylHe2QOrX4,33540,20130331,164,,2010
74TmbfVxeu8,33514,20161102,217,,2010
1AwY2cGiv6A,33510,20161226,45,pass|block,2010
8N_J-aEKQfc,33509,20120507,315,,2010
GOhVOGPtST8,33500,20120409,28,,2010
YyzwYsjfau0,33500,20130405,20,block|fight,2010
ALh-6LZ5xDI,33489,20110304,23,shot,2010
-YZa17TyW3o,33483,20070602,438,,2000
Pmt-21t0Gdw,33478,20120731,NaN,,2010
AqngnbokGRE,33469,20170214,347,shot,2010
GF05twQwacA,33462,20170101,153,pass,2010
HckBOYbVZ5k,33454,20151030,376,,2010
TmP58d7p-xk,33453,20151201,194,,2010
h_FouQKQ5Lg,33444,20140303,316,,2010
BVb7D9l0YUY,33429,20170301,246,shot,2010
1TcrPL40L9I,33427,20130101,183,,2010
yeO_EA7VGy0,33423,20080316,409,shot|dunk|move|injury,2000
cSOa6lO_F_Y,33414,20161006,18,dunk,2010
ZEykE8XR6pk,33410,20150110,143,,2010
VPVy4y7XHAs,33406,20111221,54,dunk|shot,2010
ikBh6wZQEaA,33393,20160411,73,,2010
XSvWajwJlRs,33386,20150104,41,shot,2010
ethTz37nOI4,33385,20101116,47,move,2010
g7E0I7bcHM8,33380,20091202,19,dunk,2000
pOmanjOGDv0,33375,20100218,113,pass|block|shot,2010
ZskMzn0CS6s,33371,20091203,140,,2000
_lX-DAYr8G0,33358,20161222,35,pass|block,2010
WcO2wqrVCqI,33357,20091205,282,,2000
7YelixgHwe8,33346,20161225,90,pass,2010
ARO8GLHBVHg,33338,20160608,11,,2010
caDb23WQZsY,33330,20130506,147,dunk,2010
KmSMV-NCfrc,33327,20160714,1100,,2010
uNnFHjE-s5o,33314,20130303,30,dunk|pass,2010
B8HWkWMgvaw,33309,20110313,193,,2010
RdZxpAgP6oE,33306,20110102,30,dunk,2010
CfQ23mWBxwk,33290,20020403,306,pass|block,2000
OK0q6hWAV_U,33272,20160528,1100,,2010
CM_CA7ZCFBs,33253,20170114,39,pass|dunk,2010
yZfUoGqIReQ,33250,20120103,34,block,2010
2DmQ1WrggA4,33238,20110216,24,dunk,2010
tbktwmhMYMM,33228,20090102,33,dunk,2000
WvQKHdcAOyw,33225,20170104,32,dunk|pass,2010
IDNXet5f_Dc,33222,20161227,185,pass,2010
1dGzRhLLbrk,33216,20140131,25,dunk,2010
NSRl_KHLFFk,33213,20140204,10746,block,2010
noUk-UJtXSU,33212,20151228,273,shot,2010
0wyfrXyLh-k,33210,19971223,28,dunk,1990
ty3yMGpASi0,33209,20140110,11,shot,2010
NZ-KcAKr_8E,33208,20170124,45,dunk,2010
viaW6cUfx-s,33204,20150113,149,,2010
_fFOJaPKRfc,33195,20150928,361,,2010
cgdfaSZNtvk,33185,20151112,282,pass|shot,2010
GiN-28OajJM,33182,20150107,578,,2010
U4jKWSm7PsM,33179,20080502,42,shot,2000
puSoMsnjr3g,33177,20161107,85,pass,2010
RlUuCW2lUxI,33165,20150114,112,,2010
fB5vjS-I05U,33148,20160104,81,,2010
kegN_HzQFX0,33143,20170204,87,,2010
yVMJFBgcgRM,33133,20121209,65,shot,2010
Nq6yAI4nTzo,33119,20100112,18,dunk|injury,2010
86xr7kUxRtQ,33117,20130425,54,shot,2010
Xm6OISWeA8s,33104,20130222,58,,2010
QscPPoARZ6Y,33104,20161218,35,pass,2010
SXdiWeF-XrU,33100,20151001,21,,2010
EPOipB0WPjQ,33092,20160202,1022,,2010
VWd2BZJ_R2M,33088,20090201,192,,2000
vW8veqCnOJE,33087,19910207,611,move,1990
kExqf4byWXo,33076,20131008,80,,2010
78bu3f-IZUI,33066,20121102,28,,2010
_Vt-_taXSfI,33053,20161217,31,pass|dunk,2010
p7fsHXgFuv8,33047,20141102,556,,2010
VXAIH6dpFUk,33037,20120322,106,,2010
SnBvnm37U5g,33024,20170119,31,pass|dunk,2010
tIzKIrqERfQ,33020,20130119,137,,2010
AzaSM9Gncxg,33020,20160302,74,,2010
uqFxsZZVMF0,33018,20090309,54,shot,2000
bTo9MpcN2I0,33016,20160602,18,,2010
1Irqv9-iysM,33009,20160210,79,,2010
FHgvpsQ4WVQ,32991,20140414,323,fight,2010
EM5JLkMBiiM,32984,20161212,76,pass,2010
nMhOGw2ilTE,32983,20150119,129,,2010
ivkGmlzsKNQ,32981,20150610,186,,2010
Z287JGiW9J0,32975,20151103,399,,2010
y_LDST12BzE,32969,19970511,546,,1990
6vkUeC2mfg0,32968,20121225,32,dunk,2010
n40VjOLUzQw,32964,20170220,287,,2010
4nwv8goT4PY,32963,20100122,30,dunk|fight,2010
zlsbQKhJdR4,32961,20071214,239,,2000
RMbODlt3rag,32958,20140105,90,,2010
baDDIjiL8aQ,32958,20160521,492,,2010
ZBRgOvGjrVo,32956,20170201,39,dunk,2010
asky183PeSI,32942,20130310,26,,2010
SKGZ0DHRQUk,32937,19980201,419,pass,1990
9CgAS3h6s8o,32937,20170201,72,,2010
BVg6Ij0_kKQ,32936,20111217,494,block|dunk|shot,2010
UzJkzt0Vm1Y,32928,20160528,309,shot,2010
y0x_dSHmqA8,32928,20161201,195,pass,2010
4Mfv5B5Gq_0,32922,19980201,576,,1990
oqRq6pJ2EQU,32919,20151017,28,,2010
GuEqANA7Xgs,32917,20170127,39,pass,2010
dlYzzX_Bp48,32913,20160720,647,,2010
IMJBdjTG1CA,32908,20120101,157,pass,2010
mrLaH9KdMLE,32905,20170210,34,dunk,2010
auKKDZdKNAE,32902,20120214,56,shot,2010
0EFdjeyUKB0,32901,20160322,69,,2010
OLzx_9hb0gI,32900,20141019,37,dunk|move|shot,2010
yqA3d75Yaj0,32890,20130306,24,shot,2010
Sbgc_nAOexo,32884,20090611,20,block,2000
FHVFB3o_IO4,32879,20110519,25,dunk,2010
LjysaS7gt_E,32877,20090223,39,block,2000
GRfu7XsZuSI,32866,20121016,216,,2010
-Zixgh8DiEU,32854,20110416,68,shot,2010
xZRNstL9YN8,32841,20161230,56,pass|dunk,2010
Y8qwYC-59hY,32832,20150303,121,pass,2010
lSrdtLuwTfE,32829,20120419,28,,2010
cex5TVJzGtU,32827,20130118,643,,2010
9qH2lUXNCiM,32818,20161112,103,shot,2010
-pYaEd5FdI4,32817,20131212,8987,,2010
YdvERFPXESs,32802,20170110,57,pass,2010
0Wlv0gztoWU,32800,20090109,73,shot|pass,2000
Q-4wnX6fzbo,32799,20170109,205,pass,2010
4XsgPRwWct4,32794,20150304,161,,2010
2CueRNW4zJk,32792,20091017,NaN,shot,2000
v0m-bdlGD64,32778,20110323,33,dunk|block,2010
Qfxokr1ykX0,32774,20160225,415,,2010
KS8c0OQLmGs,32771,20160629,411,,2010
m6mQfoz26NA,32769,20160113,82,,2010
s2-5sBWcDm8,32765,20170125,39,,2010
Gb6gU_EQAkc,32763,20151105,206,,2010
ep2696mVHBA,32760,20030416,128,move,2000
cfvP2AyUzDQ,32758,20140910,115,pass|block,2010
zg5LAWJ-5Pw,32756,20170124,54,shot,2010
lEyVsYqrYcw,32754,20101103,29,dunk,2010
q6_jPDa5vkU,32751,20161107,88,pass,2010
AcJRyPbbi3s,32747,20141211,452,pass,2010
yL2Vh4ncJfk,32741,20120301,21,dunk,2010
Kv9VtTmY6D8,32737,20110227,43,shot|pass,2010
nL0IB57rycY,32731,20051225,55,fight,2000
GyuxZqCQoyI,32731,20140426,246,shot,2010
RVqn8vrbr8E,32728,20150928,405,,2010
YXPdytIOmrk,32728,20161221,31,pass,2010
Yj8mUXI-n2k,32715,20170228,52,dunk,2010
chg7wW6Spzg,32707,20090617,583,,2000
G4Cin6Em7Q4,32703,20071109,82,pass,2000
uzWsNuutASs,32688,20150112,141,,2010
mt7yomh3daM,32675,20161210,70,,2010
0pCm7n4nU0U,32655,19940406,94,,1990
Wg9n_V27lwg,32655,20090208,213,shot|dunk|pass|move|fight|injury,2000
_KE032b6jpU,32652,20170215,34,pass|fight,2010
7rDRr1cCsVQ,32646,20070617,254,,2000
uPen2HTTJEU,32618,20090220,275,shot,2000
YGi0ifZEyXI,32618,20161209,65,pass|dunk,2010
2syX02gcin4,32610,20130403,43,,2010
m6oMm_phJak,32610,20140307,58,dunk,2010
kOECT7mLdnw,32610,20101215,9,shot,2010
JxzFn_E5mBE,32608,20161213,92,pass,2010
xgXXD0bVow4,32605,20130606,1692,,2010
tr3xjkS6suI,32605,20081125,52,,2000
m9xcWTu2ZHI,32604,20130116,24,dunk,2010
3TbciNiJIYw,32603,20141226,183,,2010
LN3PUAcIWW4,32600,20170114,40,pass|dunk|move,2010
H0AFZJndqtI,32598,20130711,1464,shot,2010
nhN41MWk8EA,32586,20040610,261,,2000
qGyLprUDctY,32579,20091229,351,pass,2000
EoMlkyhEaMQ,32576,20041116,60,pass,2000
GZOUAgTULpY,32561,20160322,564,,2010
9hJVtbt5anY,32558,20121116,31,dunk|shot,2010
oYmOLDjCTeU,32544,19840111,475,pass|shot,1980
TbVIw7Olg1g,32537,20120129,144,shot,2010
tnAkp-qVLpU,32528,20121123,23,,2010
NpAD6ZKwsts,32507,20101225,202,,2010
PcgLEY3k5AM,32500,20151229,291,,2010
ccQGOg8tIUM,32491,20100305,21,dunk,2010
XHdoTdNn2ZY,32477,20150114,144,,2010
dMIwhQsXvOg,32455,19990415,129,shot,1990
VEO4OsnXYcQ,32454,20150510,83,shot,2010
NJ5K2ly0LPM,32454,20170117,229,pass,2010
d8dQBhTpTBI,32452,20050324,338,dunk,2000
VO4IEZwNDFI,32450,20120428,105,shot,2010
O0kCiphMoeg,32450,20170113,52,dunk|pass,2010
Pgdef7iJVQo,32449,20130118,699,,2010
QFmMHPJZBf8,32443,19951209,493,,1990
YnPyJB_SqIA,32438,20121011,686,,2010
4YxqZKLQDfM,32425,20110224,23,move|shot,2010
Mw3wLo5ka9g,32414,20130325,139,,2010
NTN3h4lTMZQ,32388,19951223,1007,move,1990
1HBHECUFLHA,32387,20140523,113,,2010
CYzoN2do63Y,32373,20110213,148,dunk|pass,2010
hxuj_6Ebh6Q,32371,20071126,31,shot,2000
TuHvxm6kdNA,32370,20111218,22,dunk|block,2010
CSlBgLmBlTM,32367,20120419,68,fight,2010
uOemmTQ4xws,32354,20121225,114,,2010
bLVyULHtS8o,32348,19890301,789,shot|pass,1980
iF30WneDtQc,32344,20110421,33,move,2010
wPjBV70-TzE,32338,20151215,78,,2010
djksRUUnFU8,32332,20151230,376,pass,2010
35ZSGO9LPEc,32329,20101202,627,,2010
2_KN6l4BIfk,32322,20100812,66,,2010
vVSKMdDvigo,32301,20170108,31,pass|block,2010
H8sWZCHCVi8,32293,20081012,11,move,2000
tzQWnTBUWj8,32283,20091016,42,move|shot,2000
luXXMm_OiMY,32280,20161103,71,pass,2010
TCpiVgUmEdc,32274,20151105,565,,2010
ZStrTOhIfzY,32267,20140528,513,,2010
Va2f9sSvqRI,32265,20130418,76,shot,2010
QS1C6afVnQs,32261,19961101,497,pass|shot,1990
dwFz0OF9Amk,32257,20090419,58,shot,2000
xSG50_ZxVLo,32251,20161225,31,pass|move,2010
VBRfI4MCZ-Q,32251,20080203,232,,2000
p7jvrx-NPT0,32247,20100204,31,,2010
hIAGWwiDmYI,32246,20141021,29,dunk|shot,2010
T2l_Qwmf5Qk,32233,20111218,199,dunk|block|shot,2010
k7mQ_w81piY,32223,20161204,48,dunk|pass,2010
Oo23oSI1pS4,32221,20110125,149,,2010
5nsc0myQwKo,32219,20170126,34,dunk,2010
iemaI4ZaIMI,32216,20160331,71,,2010
hSRW76DqGrw,32192,20130423,150,,2010
8ULWWjPepYI,32186,19960513,421,shot,1990
4H0VrmYK6iQ,32175,20160313,66,,2010
-cFNDqLrf90,32172,19880517,38,dunk,1980
gF8vL_6Ncyw,32166,20090301,162,pass|move,2000
FXFMPUlWrk0,32164,20160102,814,move,2010
3ea-XLABbsg,32162,20141104,77,shot,2010
E0VEmO7P5WI,32152,20161129,33,pass|dunk,2010
9yRf5TuMwNQ,32141,19970412,516,shot|pass|block|fight,1990
2A8ueBxO6h4,32141,20090414,430,,2000
Yvn8IG8BgFs,32135,20110323,488,pass,2010
z-w6I-dFtiU,32129,20170219,107,,2010
m5YAejFb2x0,32118,19870111,425,shot,1980
ZGZ6B-xmpRw,32114,20150107,51,block|shot,2010
z0a5hOVlIYU,32114,20090104,19,shot,2000
-rVTZq364jg,32096,20170109,79,pass,2010
qF08GyJeBRU,32088,20170313,164,shot,2010
eb77pHidYq0,32076,20120107,44,dunk,2010
X588zW0n6Pw,32072,20120502,160,dunk,2010
42F_iXujnvc,32065,20110518,102,,2010
LuYa2XEYt7E,32062,20140211,364,pass|block,2010
fKjfs8B2HDI,32057,20161019,80,pass,2010
YFJI7hhz2tM,32051,20161211,261,pass,2010
TmH7K6eYwfw,32046,19870111,444,shot,1980
1IwrbD6CayI,32045,20151226,77,,2010
k1u4Br6Ttuk,32031,20131109,77,shot,2010
COkW6mPsRXw,32031,20130226,301,,2010
dN9c3mMFoAY,32024,20150123,31,shot|pass,2010
ZvrtIhvNNbU,32023,20121003,95,shot,2010
Ouw7V8L6qyo,32010,20091114,190,pass,2000
GOQ0S_nhqvQ,32009,20130228,18,dunk,2010
9NzoQ5MvkgU,31991,20140205,21,,2010
vHJSren_ql0,31989,20161123,96,pass|shot,2010
F_JQ_EsC7VE,31986,20150311,143,,2010
ynT2benUDfE,31985,20160113,964,fight,2010
NDGReXJc7NM,31981,20130621,253,,2010
fjKIWRlz3e0,31978,20110124,60,shot,2010
Ds3M9dfxWVk,31973,20061121,196,pass|injury|block,2000
lxmIVJlU0yU,31957,20090113,52,pass,2000
gboPLwsKTv4,31956,20170301,70,,2010
96IuKBpRubc,31952,20170120,42,pass|move,2010
uvGE98XCcw0,31948,20170220,433,,2010
1QKHI2JCkYc,31942,20161203,35,pass|dunk,2010
bGsQEB-rl9E,31942,19870328,314,,1980
dOtV9zatazk,31935,20090107,69,shot,2000
yhQuwm8obOc,31928,20091122,145,shot,2000
iIgT2fT7FZQ,31918,20170221,1279,,2010
zCRxqK3M1zM,31908,20150706,557,shot,2010
hITkhpzWACU,31908,20151028,414,pass,2010
sNGjxm365oY,31904,20160528,1122,,2010
KBQtt884x3s,31902,20161125,32,pass|dunk,2010
3hfvhoTwguI,31892,20170310,189,,2010
ir-rSrciIMY,31891,20120628,231,,2010
pTC2gI3T41U,31887,20160403,69,pass,2010
bETX3m2AHbY,31882,20130422,31,fight,2010
8FL8S8YINs8,31882,20110122,135,move|pass|shot|injury,2010
QzReHaZ8E3Y,31880,20030428,707,,2000
EqQyur3gaJw,31875,20100430,196,shot,2010
Bj-W3lQvid4,31872,20161227,36,pass|dunk,2010
gnTQgspYeBI,31872,20170216,625,,2010
uRE_w8zb9WE,31871,20131225,287,,2010
vgQafWF3__M,31869,20160113,860,fight,2010
Z2vu_KmzLGA,31865,20081120,19,pass|move,2000
kGS8H4DFNCw,31864,20131118,45,,2010
IExiOQtKThk,31860,20110424,160,shot,2010
JcmJLCajv9A,31859,20121110,418,,2010
-cqjkZyQOjc,31853,20170215,42,dunk|pass,2010
uCISLF6PtQY,31840,20040414,55,shot,2000
ugIT9DZrorA,31825,20080430,183,fight|shot|pass,2000
g6MO43hxciE,31824,20161220,38,pass|move|shot,2010
R20lsQlg7wA,31812,20120118,171,move,2010
k9AWUhYxLoo,31804,20170205,33,dunk,2010
X2_PIF2Lfes,31795,20120119,671,,2010
uhIdnvOdCdo,31785,20090212,92,dunk|shot|pass,2000
Qnr6mW4LKRs,31782,20150215,29,dunk,2010
rFa7YgobReo,31777,20140502,233,,2010
W0yqyIoJUwo,31771,20121109,269,block,2010
j7Bp10t9XZk,31767,20121218,72,,2010
xaXblfglHE8,31759,20161117,66,,2010
94RCwkjIIsc,31739,20131101,63,shot,2010
KaGtAftqsmY,31726,20160706,366,move,2010
RX5yWuh5EU8,31719,20161127,153,pass,2010
JU8ulOlbqEA,31714,20121103,179,shot,2010
g4pzVO6Pb9M,31708,20120102,168,,2010
lzGZV9kOiVE,31696,20170118,33,pass|shot,2010
bMHv0sFYpZE,31694,20141203,84,dunk|block|shot,2010
LsYm78u055E,31685,20100201,60,pass|dunk,2010
eOIfwjlngkY,31674,20150302,156,,2010
UBzhh0tEQL8,31671,20170117,33,pass|dunk,2010
-pk-dZQbonU,31661,20141211,55,shot,2010
ncb0U86EMn8,31650,20170125,33,move|shot,2010
GQlgMp6Kpxo,31648,20010224,43,,2000
i6ZQnOBK8kY,31647,20141128,48,move|shot,2010
B9ZzSSA6pQw,31632,20140404,57,dunk,2010
Jg--jhgtAK4,31621,20090605,397,,2000
PnZNba4V97s,31611,20170127,186,,2010
ciFBnpqrQro,31610,20130414,187,,2010
_qXn4FpaJQY,31603,20101108,574,pass|dunk,2010
MbTZ5TS0YbE,31601,20090109,19,,2000
11KQajbJR5E,31600,20161111,385,,2010
HGnfgfU0Mqk,31597,20161222,166,pass,2010
7Ex6zgMkkXk,31585,20160706,181,,2010
ugBO_XNa_Uc,31574,20170312,220,,2010
sSbOIp8B0H4,31537,20101101,45,dunk,2010
yKf833Kd6rw,31535,20170118,14,,2010
suL1p30YVvE,31529,20120129,66,,2010
-xrN5C4vYds,31525,20120714,50,dunk,2010
wxvPDM8niiw,31499,20170106,73,,2010
kilxDMdEFuI,31493,20140306,22,pass|shot,2010
7XtO0kDNMY0,31490,20160415,2658,pass|injury,2010
l1bnLyE6FyU,31487,20151014,123,,2010
yrbpf1JUeeQ,31483,20161003,194,,2010
zVKzVqcGY6o,31481,20101201,37,block|shot,2010
Qv_UWrOY2FM,31479,19980419,512,shot|block,1990
MN5ZuNQvthI,31475,19970401,349,dunk|pass,1990
zZFp9WWoSGg,31475,20120121,213,,2010
fFZuHWoLj4o,31454,20161215,260,pass|move|shot,2010
Hm9hgP1sCmo,31452,20160320,96,shot,2010
hu7LxM22Mgo,31446,20100106,104,pass|shot,2010
AvWwjAyIuKQ,31436,20141028,219,shot,2010
vK9CG768SaU,31435,20140827,189,dunk,2010
27dl7wMnoFk,31435,19970209,58,dunk|shot,1990
k7QmyhHh_j8,31425,20161211,33,pass,2010
6XEPTffQMac,31417,20150115,124,,2010
1-5-S0bJtqk,31410,20161117,907,dunk|fight,2010
dZ8SrQUtOR8,31409,20121117,179,,2010
NAUQBGFwqJs,31406,20070209,47,dunk|pass|shot,2000
7D-bRh0fCV4,31406,20130319,91,dunk,2010
ArpQWMwAYXY,31404,20100311,14,dunk,2010
3rrKAKbUupw,31401,20120214,88,shot,2010
Pi3EXznElWA,31399,20131203,138,,2010
KlG4O84dTXE,31365,20140615,65,,2010
KXy51IiFwlU,31362,20090520,49,shot,2000
EQIcFSYRe4A,31359,20110718,10,dunk,2010
GMhqUGeBVHo,31354,20150308,143,,2010
02IfKjH6UjI,31349,20161103,72,pass,2010
q3zmUQbdiJk,31348,20100113,303,injury,2010
_kpHYsE2QAI,31344,20151225,83,,2010
b8riTNW9YXk,31329,20161121,70,pass|shot,2010
2KzFW0jRRDo,31327,20150121,27,dunk,2010
8DVwI7p8Yew,31325,20170203,44,dunk,2010
CaIp9psBY9g,31324,20121105,113,,2010
YgM2U77nx4E,31289,20161230,41,pass|dunk,2010
o4Ja2KP0Ql8,31288,20110223,54,pass,2010
ErX5ZFejGZg,31282,20130304,154,shot|fight|pass|injury,2010
vA_WSGqXnts,31271,20130613,6,,2010
ZdJL5CjlOFw,31270,20121211,14,,2010
I-D-hHidkvg,31254,20161226,32,pass|shot,2010
X57bkqZqNxE,31238,19961102,570,fight,1990
2StR0m6nIqg,31228,19900328,441,,1990
