external_video_id,estimated_view_count,date,duration,categories,decade
c_JSucq4bNg,52208,20150511,2024,,2010
JkCUAmid1Xw,52194,20161230,1026,pass,2010
4Ytlk8_50DA,52190,20161212,272,,2010
EHHruxZGxWQ,52171,20051119,514,shot|fight|pass|dunk,2000
NXArOe86UT0,52150,20050218,3559,,2000
CNco4vZX_iw,52133,19900328,100,pass,1990
ad6vPXT6JVE,52119,20170311,39,,2010
XJCyVAinaHY,52115,20160325,392,pass,2010
moce4STGX7w,52114,19950328,65,pass,1990
EaNG_vA6omY,52110,20160808,3687,,2010
_CG_DEDVLYM,52095,20110130,14,block,2010
zWEXpHJpYno,52095,20170301,243,shot,2010
VHytUtyL3Mk,52094,20161130,1318,move,2010
plGZp4xsVDw,52089,20101127,253,,2010
S0Q6LXfAsa0,52087,20150522,60,move|injury|dunk,2010
MPStYh4Zxj8,52063,20130226,2554,,2010
T9fhIYaNnVM,52059,20161122,33,pass,2010
6EfKeVrQack,52058,20120101,12,dunk,2010
9thc1773uvk,52005,20151218,309,pass,2010
5jTP1kRRA2M,52001,20170311,288,pass,2010
QvqdzbN41GE,51992,20140427,28,,2010
TENFmV4be4k,51986,20130129,67,shot,2010
iS31HNYsKVQ,51981,20161125,308,pass,2010
wjyCnfUUOFQ,51978,20121207,20,shot,2010
n5r-EMLC79I,51977,20170119,208,,2010
TWTbOnoInLI,51975,20100115,84,fight,2010
BrlOk0HuNog,51948,20151113,327,pass,2010
aMG4SAbXdEw,51948,20071005,219,injury,2000
7sRyaqj0kAo,51947,20121211,40,shot,2010
RUtqiXiM0Mk,51900,20161123,451,,2010
3MNU8-_Kiw8,51895,20071219,14,dunk,2000
a4OkD5VOAtQ,51885,20140806,467,shot,2010
CuSSIljUadM,51871,20121122,11,dunk,2010
bUUAn0MrKY4,51866,20130424,90,shot,2010
_4AhcOMNfYE,51787,20001228,33,shot,2000
IG0gkXFsk6c,51764,20121101,50,shot,2010
6sEggCmOGL4,51764,20100617,131,shot,2010
joQxPe3j3Y0,51763,20110206,454,,2010
JWELP0un8Lc,51755,20130104,85,,2010
qbIbl4KLo8o,51735,20160112,81,shot,2010
DdmUjXTUxeM,51718,20160417,365,fight,2010
Gsx2Ct7fbPI,51701,20141218,469,,2010
fc8zQ84wQDo,51694,20140616,345,shot,2010
ncbd4Cfzbaw,51693,20140502,117,shot,2010
2nT0k5lw2p0,51656,20160130,82,,2010
Z7Ob8OKErkY,51647,20131030,144,,2010
c_VT1-FT9ww,51629,20120307,67,shot,2010
apCD1XMeOFY,51610,20170214,1284,,2010
BBJjnuLCE44,51606,20130405,208,pass|move,2010
XNkE9RZLxWo,51603,20161223,73,,2010
wTX9OwhSrz8,51584,20080128,599,,2000
tgUN7h7pCyQ,51548,20160410,36,,2010
QGf43IwSykw,51548,20100413,75,,2010
UkfkIDDbJsg,51542,20091218,100,shot,2000
U3X6sHrlVDQ,51537,20120411,22,dunk,2010
gFPw4bvn3WU,51536,20141205,151,,2010
Cq3nvzimBCs,51523,20120621,331,shot,2010
i7XRIN67q0c,51502,20130108,205,,2010
--s5BFVAWNk,51496,20160102,273,pass,2010
RwrCJLVhqLE,51492,20110517,50,shot,2010
SBfKj8odppE,51475,20170204,253,pass,2010
6ROGvYqcXBI,51466,20170118,37,pass|block,2010
McgWfyZwa1s,51431,20160311,70,,2010
J14y7GJK6Uw,51418,20160706,179,move,2010
A5Igkgl_m0Q,51415,20160221,72,,2010
ks4EOAv7D1k,51410,20070213,56,dunk,2000
CPcYJWDtDY4,51401,20031206,408,,2000
jfqKR0YqShM,51393,20090625,285,,2000
scwGKf8o104,51392,20171201,201,,2010
qXr-wV_m3b0,51383,20140129,426,,2010
Eu5Rnm72QgI,51371,20170211,143,,2010
e7TnbhJr8iY,51368,20150220,15,dunk|shot|pass,2010
t-UnTGx4uSU,51349,20121120,85,shot|fight,2010
oy84ESqH5hE,51303,20141029,NaN,,2010
JwdkBU25_8I,51283,20120418,31,,2010
WxYtXeyv6G4,51271,20100123,79,block|shot,2010
YDtfE1UPeak,51269,20100307,246,fight,2010
wbNokFrrL_U,51222,20161126,328,,2010
PxK5SMNBipA,51211,20101028,235,,2010
SjTGiiiJYTA,51196,20140525,214,,2010
CjzWl1OYBo8,51189,20161216,266,,2010
aUQHw3M1mug,51184,20131212,82,,2010
YHc1z9SA1yY,51171,20100225,9,,2010
11sWNdXx7LQ,51101,20160623,328,,2010
UDnGyw58XOQ,51099,20160203,80,shot,2010
xMlF8qmCs0I,51087,20070218,66,dunk|pass,2000
eVDamRtFO-A,51079,20091023,503,,2000
OsSNDMyPyWA,51077,19990207,409,,1990
aM8_t85JvUA,51056,20161130,37,shot|pass,2010
uBjprWWRvbM,51019,20120310,180,,2010
N9cxf3IDfCA,51010,20161216,349,,2010
W1fwAVl4YYg,50990,20110305,40,block|dunk,2010
omKv9n-GYFk,50945,20161225,572,,2010
bsWdGiofN_M,50943,20140312,31,,2010
GbXvoqcnCoo,50928,20151006,17,,2010
RnZbl4vaI4o,50882,20121225,217,,2010
2reSY2srUMw,50867,20091116,262,pass|shot|injury,2000
S2v1m7VK4wA,50864,20091010,414,pass,2000
ZUBKxrUBeCs,50851,20161228,95,pass,2010
CAZhGX5m88Y,50838,20170119,52,dunk|pass,2010
KuOz1lEDYzs,50837,20141227,129,,2010
VGGnZm7W10w,50815,20091104,257,,2000
ZWQAfyXQUHQ,50785,20160214,335,dunk,2010
Adm78rFJGiA,50784,20120225,669,shot,2010
lIu2eZQV6q4,50781,20131203,215,,2010
Xzm05vLM1dY,50737,20170227,70,pass,2010
w6LfH4ST9VM,50727,20170308,43,shot,2010
cAGF9uolHhs,50718,20170206,515,shot,2010
Ek0pXA_w6Eo,50652,20161118,68,pass,2010
iqX_R6kHHgM,50641,20140316,49,dunk|move|shot,2010
7aYFniAWMhU,50625,20090301,60,pass|dunk,2000
RCmuyIR-tK4,50588,20170128,52,,2010
PQmLy5VNYVs,50554,20161202,5041,,2010
aMwWDi4vkZ0,50547,20160402,310,pass,2010
zSjTiEqgGcQ,50541,20150111,77,block|shot,2010
Yyq0DyCNZhs,50528,20151112,48,,2010
C1lKuXWPy14,50500,20161101,357,,2010
JNgA64BW3mI,50497,20160310,70,,2010
AH4ab95UrHg,50464,20141222,154,,2010
Zn4aVmJsLRE,50446,19991012,702,,1990
XA_09R80SSk,50429,20150403,49,dunk,2010
IMDJ5td6344,50420,20151217,78,pass,2010
gvDwS41Ddos,50410,20121226,81,dunk|shot,2010
buH0iAHrGqA,50404,20160420,77,,2010
aVFjb9Tmt60,50397,20130310,39,dunk,2010
XUl6H_MeP84,50384,20040409,505,,2000
8yO1MvkLufI,50377,20120703,22,shot,2010
WKo6Q6lHacU,50377,20170106,83,,2010
GRC2_CqQrek,50371,20101120,114,shot,2010
diB_0kmFhl4,50370,20170219,26,dunk|shot|fight,2010
8SavTTfAfwo,50367,20151009,63,pass,2010
aCjNcdZDJ4s,50367,20170302,346,shot,2010
NjS9ixwS8Zs,50364,20090208,145,shot,2000
m-nylJLVhqQ,50364,20081230,19,,2000
d1xfmzp8e8o,50356,20170123,33,shot,2010
UMead7kC5Wc,50340,20050815,190,shot,2000
cCxLQ86yRjw,50336,20150405,445,pass,2010
nmVEGQc34k8,50334,20160413,109,shot,2010
6bxTj1urKK8,50326,20161229,83,pass,2010
p2U9bIu3b3A,50302,20170103,47,pass|shot|fight,2010
YTxZ2XSnUAc,50253,20110121,32,dunk,2010
ewZMtT-ovLg,50251,20130112,71,shot,2010
y-ZlPEoStjE,50234,20160104,163,,2010
Nak9mah380Q,50228,20110104,262,move,2010
YsoYJlh_Z6o,50225,20170301,176,pass|shot,2010
xV-6zpzNDhc,50219,20141101,35,move|shot,2010
JYJr-f3nfTA,50193,20110203,22,dunk|block,2010
21TEVeswpDI,50153,20150127,9515,,2010
7zZ6GzXAB4s,50139,20150226,538,pass|block,2010
GeKk3s1rmNo,50125,20131209,255,,2010
6GxxSrisppM,50121,20090327,85,,2000
jEaKoAEkOrY,50095,20101112,30,dunk,2010
_cIckhbzXiM,50091,20161229,35,pass|dunk,2010
f8ks_e1SngI,50074,20170206,29,shot|pass|move,2010
Jd1SSK_0Wb8,50072,20161104,65,dunk,2010
eiqBx5eLrXo,50068,20090316,5,dunk,2000
SJUc_m4_l30,50057,20120408,113,shot,2010
yYEqUYZTwnE,50055,20170209,191,pass,2010
00hS4llyM6o,50033,20101203,31,pass|dunk,2010
--TBlYj89Sg,50000,20170312,28,,2010
bJWNlC0K1Sk,50000,20161225,985,shot|dunk,2010
x__O4TeabP8,50000,20170312,41,shot,2010
AIIC2RBRACY,50000,20170208,40,dunk,2010
4li188FlOu8,50000,20140610,9,fight,2010
bncWY13cYaw,50000,20170309,120,dunk,2010
fihKmz35rtI,49994,20010106,14,dunk|block|shot,2000
xOv5DvARx1o,49969,20130125,359,shot,2010
6ce4HFR4IJw,49953,20100526,208,shot|fight|block,2010
KO-nGlD_UIM,49940,20160516,2772,,2010
o3_AeoHl-XY,49927,19920208,114,,1990
E4_YaNk8C-Y,49924,20160212,241,,2010
lAB8pA-cgI0,49923,20161208,73,pass,2010
CdTfXVncNpY,49919,20151218,528,pass,2010
McyY8g5k4Bs,49907,20131127,30,fight,2010
RZXEYssdXIg,49895,20140320,291,pass,2010
lUSU1l1f7II,49887,20170201,44,move|shot,2010
o4c_nzKxwPM,49837,20120125,90,,2010
ff-6mBVdGO8,49820,20170218,52,dunk,2010
vcec2sQnkyY,49819,20081209,14,,2000
IwTAtnXp34U,49792,20110515,74,dunk,2010
tbPURW4v4dw,49781,20150421,300,pass|shot,2010
VyjMo3EnfiE,49767,20160619,19,,2010
pRjugMs285M,49766,20151023,213,,2010
Jh0mcLJZh5A,49756,20161205,117,pass,2010
f0HAxQ4s8rg,49745,20130412,25,move,2010
wOnrqWbqhcM,49733,20120130,38,dunk,2010
TMOP30VgWRY,49732,20060121,168,pass|shot|dunk,2000
5EI11h671SU,49730,20141011,289,fight,2010
W9HPmOIyF9g,49723,20070203,10,,2000
FbCDeNvZxxc,49684,20160117,274,pass,2010
5JA73avxuMw,49673,20070314,495,,2000
IJ1zPhWsMng,49661,20100110,23,,2010
pE48ozP-nn8,49647,20161025,NaN,,2010
30-T3uAX_fE,49647,20170104,189,shot|pass,2010
vZzrjCP01wc,49637,20160722,121,,2010
gKk8469os6s,49629,20150331,354,pass|block|move,2010
gni2ScnIVxc,49629,20161227,332,fight,2010
x1oXvRCXnds,49621,20120304,196,dunk,2010
d-CjbQ3REoo,49603,20170306,478,shot,2010
Xuo7iUjI32s,49587,20080324,280,,2000
Ytq2IFLqgpc,49587,20110724,106,,2010
6YdJKPFvfGM,49579,20090706,584,,2000
46s306zZhNI,49578,20111221,189,,2010
ssU1Lo8HPig,49575,20161126,31,pass|block,2010
MlRj9mdEO7w,49574,20121218,180,,2010
lRHWjx-ZjIo,49531,20170201,70,pass,2010
K2km0WIq5TQ,49508,20170111,58,move|shot,2010
RdPrggejbwQ,49498,20150611,262,,2010
3NiVfG_Wrcw,49494,20090321,272,pass,2000
iq_haV8vZL4,49482,20151117,315,,2010
d8l-jdS-PvM,49441,20161229,1096,shot,2010
BrUUUFjtyak,49428,20091202,23,dunk,2000
T7ruotYYXDQ,49422,20130331,84,shot,2010
yUYH_SXxCxw,49407,20160417,80,,2010
sAPLOV0U4zU,49402,20170223,172,pass|block,2010
IahdU_TDF0Y,49387,20121207,154,,2010
lNPtjjTXhIw,49329,20120401,46,,2010
c8SkHMQyH_U,49325,20161226,69,,2010
5pR-7X3NXNM,49313,20160114,89,shot,2010
s4VhYDYrm4g,49311,20160120,64,move,2010
KzYeyBlvq88,49308,20170113,35,dunk|pass,2010
M2d5DfnZ4T4,49298,20160503,49,,2010
FZSL8KctuEM,49291,20170106,224,,2010
ThjbYcGK3Xo,49281,20110403,115,,2010
Lac_A3wlZVs,49243,20161202,50,pass|shot,2010
S3hovFj1djc,49242,20150524,99,shot,2010
b7sWbHOT3aA,49238,20120429,359,shot,2010
E5DzoRnu3jA,49170,20091204,15,,2000
uVD98QH6Xk4,49159,19991214,394,,1990
jRHsf-3CS48,49156,20160226,76,shot,2010
KFtpiz_yiho,49153,20161207,32,pass|dunk,2010
FVsUMESIeWQ,49141,20161210,36,pass|dunk,2010
dewb6Tqzfbo,49139,20160426,80,,2010
ihgGy9PqNtI,49117,20121120,43,fight,2010
2ilT8MRg57g,49102,20151128,228,,2010
ehyfaYiGOg4,49095,20111229,83,,2010
EHcd5z0r3Hk,49061,20160105,71,,2010
qb1bU4YCufM,49053,20120221,48,dunk,2010
b9K-JY0f6Hs,49023,20081113,24,move,2000
0_RsVL6X0Ss,49018,19950217,673,shot|pass,1990
-xvwLrg1TeM,49009,20160608,41,,2010
qOBLgkhE5W8,49009,20151206,83,,2010
pyQcw_iMMXM,49006,19930303,282,shot|fight,1990
9Z5GqaRwQ6s,48992,20091016,12,block,2000
z6gPQ1bq2Jw,48981,20160222,587,,2010
hRqNNUqS5Kg,48981,20170227,187,fight,2010
TwRJtaPJrw4,48969,20111217,228,shot,2010
-Id6lkaXMtA,48950,20090102,37,shot,2000
ka79sA9dXZs,48938,20161207,6328,,2010
AyzVfujCvJ8,48897,20150301,245,,2010
YtL5KyomKmA,48887,20141125,420,,2010
JcSkNArLQdo,48883,20160104,39,dunk,2010
KRf49QkJvfk,48859,20131112,343,,2010
sQji2Bc-7ng,48859,20161127,188,pass,2010
rxhWfJB4gU0,48845,19850312,322,,1980
dOMtch2oFpc,48834,20151109,424,pass|shot,2010
9ynuAq7UTXQ,48826,20121226,219,shot,2010
Bdb4O7dbRiE,48814,20031114,520,,2000
LvGpVTONPQU,48801,20160711,538,,2010
nXFotffi8A0,48784,20110612,45,,2010
jMQIjvJtIWo,48782,20101217,28,dunk,2010
vkBM5PXnMuY,48772,20120404,164,dunk,2010
hQCrhWTc6zw,48759,20161118,328,pass,2010
L-s2hxwucC0,48745,20150225,99,pass,2010
PjgJTTu5asY,48736,20121226,180,,2010
6arO0-p0P5U,48725,20170303,252,shot|pass,2010
uUqJ2uXJKIg,48723,20110411,28,fight,2010
K3r9x5oVP10,48717,20111230,31,pass|shot,2010
WvW4d0BEi_Q,48708,20030328,282,,2000
1CCuf9r8ucw,48692,20160423,73,,2010
PZXC1EbRdEk,48689,20120107,16,dunk,2010
4DRtk6TDONY,48664,20150826,70,,2010
lwJH3NUZAww,48661,20170217,48,pass,2010
f90MIAhC8s0,48642,20161225,59,pass,2010
_69PnD_US10,48636,20161216,36,pass,2010
GKslvJII43E,48632,20071109,21,dunk|block,2000
cV5-I1jatDY,48629,20111226,23,move,2010
XvGftuPY-Bc,48619,20141205,107,shot,2010
zbOrKtYaPWg,48618,20100105,119,,2010
2ZLVB4fIjkA,48608,20101213,428,,2010
Eiu6C1Vk5e0,48604,20170118,283,pass,2010
dE7NJ-lb5qo,48595,20160211,326,,2010
L9iwrCmtQcE,48588,20141121,78,,2010
E-myi2n2g1o,48586,20120107,121,,2010
sapTx3Xzwu4,48582,20101208,243,shot,2010
rzQSd3NuOtQ,48579,20150402,570,,2010
ZnHUdPShkR4,48576,20100424,179,,2010
OGhLjib9Pd8,48567,20110119,65,dunk,2010
5tXY3tAdU8A,48534,20131123,51,shot,2010
_xJ1j_UHmm0,48516,20110210,65,shot,2010
Y0wVJnrj61A,48516,20121201,157,,2010
IAgpnS3CvMc,48513,20121026,246,pass,2010
GzUKb5H96G4,48506,20131113,81,,2010
Zz8_AR_BosI,48496,20130127,28,dunk,2010
tXXaCRBzJzM,48490,20150310,149,,2010
CkuRoziGKlE,48489,19970116,73,dunk,1990
lLU9WDjmlLA,48480,20101121,30,block,2010
9YCcoPwclCE,48470,20141218,236,,2010
1jlZbNa5MEQ,48467,20170306,69,pass,2010
vra7ubk0U2Q,48443,20170223,1145,block|move,2010
xJzdmw_vPUM,48443,20161229,121,,2010
dnxphvyvCW0,48424,20170228,459,pass,2010
P4qvER4HQfU,48397,20160120,311,pass,2010
We5Z-gGs-fU,48375,20140711,601,,2010
NrfAK2kP6Dw,48364,20160201,396,pass,2010
FCYMNZXZhI4,48363,20161127,177,pass,2010
QiBUwHH7gME,48358,20160224,192,,2010
Ol_HlD4WN9Y,48357,20090515,169,,2000
PUlFGIESFus,48343,20160623,517,,2010
ARwPpZGTRI4,48335,20170203,1460,shot,2010
11Cgc3IVgSM,48280,20130322,39,pass|shot,2010
GTD1C6BTp9k,48279,20161201,822,shot,2010
PuFPXzFoq68,48278,20130104,57,shot|move,2010
BYOtBUCA70k,48270,20170305,52,shot|move,2010
tr26RCjVn68,48256,20130117,234,dunk,2010
bPTSzaB4bYw,48249,20161026,240,shot,2010
avgYapDEogk,48224,19881116,255,,1980
x_UqBn9qmGo,48218,20100218,29,dunk|block,2010
ew0bHJsLZaM,48212,20160130,75,shot,2010
SIZhaaGIeG4,48167,20160119,406,pass,2010
kVSAC52BnAM,48157,20120404,49,dunk,2010
6yWvXdl9W5M,48113,20160930,6668,pass,2010
2Ux2SF00ti8,48102,20160416,172,,2010
gbAvd35-CRs,48064,20040205,12,dunk,2000
r5WdESgfQas,48057,20170205,163,,2010
mE-CayRcDxo,48052,20080201,22,shot,2000
a2M3F8NlmG0,48052,19820530,8,dunk,1980
wqbuOlEuoWQ,48039,20090408,12,dunk,2000
aopSLHXhBmg,48035,20091113,39,,2000
AiJkfm3WtZI,48030,20160424,80,pass,2010
-LUBAYHKpAI,48028,20140215,109,shot,2010
e_-skWEa4SA,48016,20121217,150,,2010
aAiZJfDlPZM,48006,20130111,86,shot,2010
wJz6YoKQ990,47985,20161120,33,pass|shot,2010
scqDtNyko0k,47957,20030504,42,fight,2000
3BgZF5Rr9Sc,47951,20170209,393,pass,2010
cwrS2tmO0t0,47933,20170226,35,pass|dunk,2010
Qk62K6cAknU,47904,20160115,83,pass,2010
SMq1NiONHbM,47900,20121217,335,,2010
tvpFtFF3KuU,47856,20120309,341,,2010
Sr0psCzHRuw,47851,20170301,173,injury,2010
nmEIkm73c6s,47826,20140528,13,,2010
b5fwnig5sMk,47820,20160229,42,pass|shot,2010
c_5sBlrmqzM,47819,20161118,243,pass,2010
FJrxYOohcos,47782,20150111,102,,2010
7NcswDHLeyo,47779,20160518,2826,,2010
LPDK_Y36Y84,47778,20160311,412,dunk,2010
jEni3W3Og-8,47775,20100307,133,,2010
AjKsdPcNwEg,47739,20121130,36,,2010
MYeDXtVb_hM,47730,20091114,45,shot,2000
XGiYDJgmzWc,47722,20160405,179,pass,2010
EoYwqc519OU,47701,20141228,140,,2010
F0FNB5_xN7E,47686,20161104,310,pass|move,2010
6NmYLuvqGDk,47657,20170308,47,shot,2010
L1PDYyUBYRA,47648,20120219,87,,2010
kh0JC5huCTM,47639,20170114,44,pass|dunk,2010
XXZe7H5pfAY,47636,20161202,50,pass|shot,2010
-JQuO0drAYU,47635,20151223,291,,2010
0HZDXLCgjZw,47633,20161222,493,pass,2010
pfWNFLOUfig,47613,20111216,156,,2010
DvODDOnraYM,47599,20160316,378,pass,2010
qd-R4euLJjs,47594,20161211,45,pass|move,2010
nnjUJ2ajZb8,47585,20100206,15,dunk,2010
WGDwJYez3H4,47572,20120307,40,dunk|block,2010
10O62BMDbJc,47548,20080224,19,shot|dunk|pass|block,2000
TnO3tLv8jHc,47539,20120314,95,shot,2010
ydqE6jNU4aw,47537,20150104,106,,2010
xnNfvFbJGrc,47536,20120105,44,shot,2010
fSaBgFfBQ30,47533,20090515,167,,2000
TnoFf3RnxaY,47507,20041119,225,fight,2000
vwpN6Dw4Zgc,47507,20110320,43,dunk|shot,2010
L0oRMJvKnMU,47506,20120219,512,,2010
2kKb7OxsPVQ,47498,20160120,479,shot,2010
tnWfRKeLzDw,47472,20170123,71,shot,2010
urUwpgmwgsQ,47458,20140427,567,shot|fight,2010
p6xDGUOyRYc,47444,20120830,116,,2010
-bpjXNtCIIY,47421,20161130,112,,2010
Ixq4Q_0TZMI,47374,20161228,38,pass,2010
6Q682fS3vjk,47339,20141216,95,,2010
bHRPDe5lMxs,47338,20120129,53,shot,2010
byvLqCS7tro,47330,20080611,660,shot,2000
s0HafCqXMGE,47325,20110105,41,,2010
vi1Fyx7WMzw,47298,20091207,237,,2000
XKYNmJf7YCA,47264,20130320,238,pass,2010
eMmOhLV8bK4,47240,20081121,457,shot,2000
hJFK2g879Nw,47234,20090125,51,,2000
C-8jhHLPIXs,47228,20131007,720,,2010
33uN-YHD6WY,47227,20120426,123,shot,2010
HOgs9Zg2aUE,47212,20170129,41,move|shot,2010
jihE1SrRPXQ,47195,20161201,32,pass|dunk,2010
Y8c96Cman-o,47193,20161004,428,,2010
QxRIK95x4ss,47182,20140115,55,dunk,2010
nBTA2V1sFQU,47170,20140104,21,dunk,2010
UtCT6-z2sPo,47167,20170306,87,shot|pass,2010
jlk6n-3FsPQ,47166,20160102,84,pass,2010
IqykmzmOSV4,47155,20111221,15,shot,2010
4_R1AE2bgWA,47152,20151028,43,shot,2010
_yqvwDVllhI,47145,20161223,34,pass,2010
Ne0v3e7Uf5E,47139,20161225,74,,2010
cQJSAnxBTTU,47136,20101209,33,,2010
jD5SP-2QLKw,47135,20101216,44,,2010
N5UOvywmVZc,47131,20170203,44,shot,2010
33jFlmrNyVA,47130,20120202,28,block,2010
IRsYb7GYie0,47120,20000215,507,pass,2000
CLg-bIFexEg,47118,20170128,39,pass|dunk,2010
tXIjseoqDZI,47112,20011205,51,pass,2000
iIhTC1MkxQ0,47111,20130530,71,fight,2010
lKS046ky9VE,47081,20161221,50,pass|dunk,2010
YSWcQf3djbQ,47060,20141226,126,,2010
qxBMCcPe81Q,47059,20160518,NaN,,2010
8RULj9SY4EA,47050,20170121,69,,2010
BSf909Ck4OM,47004,20151215,35,,2010
hGQVMBib4kk,46989,19960408,161,,1990
mEwRSgtNYHo,46983,20170223,188,pass,2010
UXaJOuQNeIY,46923,20140427,30,,2010
-YouyeV6yXc,46923,20170112,448,,2010
ZUTz8EaR1u0,46906,20090227,47,block,2000
7ZMOf09oSGc,46891,20090303,497,,2000
T1JYKUeC7xg,46873,20131031,320,,2010
osJd3U5-xFk,46857,20121108,77,,2010
nbM6kzWIXks,46847,20120321,230,,2010
K_c5gqm1Bik,46833,20110112,30,,2010
i3XMPIH-Jfc,46809,20151030,194,,2010
D5BO7IisO8k,46789,20131216,21,shot,2010
RX6aSEZWsnM,46787,20090214,13,dunk,2000
e7YVgnjL8P8,46758,20120301,32,,2010
SpRhcXRGV-g,46755,20160518,341,,2010
v5VeVKf2EHI,46743,20130412,215,move|shot,2010
ojMcbUr7-Qg,46732,20150510,481,,2010
j_t83AtlDnk,46731,20100318,482,pass|move,2010
OxwFd-ZCHjs,46730,20170115,246,pass,2010
UxmmcYeBVdk,46722,20150116,143,,2010
xlQAiAtxaLA,46720,20120316,18,block|dunk|shot,2010
aBBJDjM4jIw,46718,19920426,564,shot|pass,1990
5VjuFJFJRMw,46717,20100112,396,,2010
044UdSQLYuo,46704,20120201,121,block,2010
6y3HzYBJBcc,46700,20101005,112,,2010
MaAMRRACrZs,46690,20150116,124,block,2010
GXD4wbcE_FU,46672,20160204,41,fight,2010
TSYJcyEnB7c,46656,20121111,29,dunk|move,2010
hFBBBTwLV-E,46640,20170113,291,,2010
AOQPgeLm7AM,46635,20031225,674,,2000
lw4Lpmk6b4Y,46627,20050121,6569,,2000
_X5ypyRPbOY,46599,20141225,122,,2010
G9Q80-YlYoY,46585,20130104,48,shot,2010
tkz-nIN5XYw,46582,20150514,10,,2010
Y3PcTxHNV-U,46570,20110410,49,shot,2010
-ETImaLDkgg,46555,20120407,25,move,2010
5eRyHIyR2Qo,46549,20161223,58,pass,2010
8hdOQKHY_pk,46539,20161201,33,pass,2010
JYp-PZmDtpo,46537,20120102,183,block,2010
8jVkW8Q3x0s,46530,20161101,872,,2010
xcWBlgAmiFw,46529,20170303,292,,2010
z2XTkXXRYRc,46523,20161107,1031,injury,2010
cLL8yWqcApY,46520,20161208,1081,,2010
dyjiDfliSqo,46503,20121112,169,,2010
HS3vS3dzCq0,46490,19870111,680,shot,1980
KBPcy_Fw4KI,46466,20090522,80,shot,2000
WoTNXnrUH5k,46460,20170211,NaN,,2010
WCaPW2hxYdk,46451,20150226,151,,2010
wdcJZv-rBT0,46447,20110412,60,fight,2010
uDwkAAkRe_A,46432,20121205,35,,2010
YMltKsoDwe8,46424,20080104,19,dunk,2000
UZ6e-kkJUtA,46421,20120214,41,shot|pass,2010
xlo85YoeTgg,46416,20120323,35,block,2010
UrG3337FLqQ,46363,20010105,534,,2000
JH822ZWX804,46358,20110321,63,dunk,2010
Ogn0q6r77ZM,46332,20120310,53,dunk|pass|shot,2010
cBExkg1iCpY,46329,20120330,25,,2010
ew8SWcEQXsg,46315,20110503,14,move|shot,2010
RWW-ms8r5_s,46295,19921222,167,shot,1990
GaaHwucBtsY,46283,20170127,45,dunk,2010
WpoogkDAxQk,46269,20101119,20,,2010
SrNcv8avHTU,46223,19961101,188,pass,1990
M8R410CNr0A,46209,20140425,83,shot,2010
ipPpQCm5zPU,46204,20130208,9037,,2010
0RCmiUvgyE0,46202,20170309,309,dunk,2010
an5JSR38Hpw,46198,20120305,332,,2010
GaBm_bMF2mc,46188,20130514,40,,2010
QesUkh0lbJ0,46183,20011112,469,pass|shot,2000
OgcrEosCU-s,46183,20130214,113,,2010
gPXP86KARrU,46166,20170208,47,dunk,2010
SRVY-yWPXhw,46157,20170227,170,,2010
Rmwl0AFFHMw,46154,20071225,572,pass,2000
whj3kcSCg6A,46148,20161103,24,block,2010
RSNVdRf4spA,46146,20160306,27,dunk,2010
9Ze2HlkVAYw,46141,20160326,72,,2010
YFltckbcnfM,46130,20101111,26,dunk,2010
nAZ7ON5kaCQ,46115,19891115,71,dunk,1980
S1LLqplh-P8,46098,20031212,152,shot,2000
Kk6Uz6xbbl4,46097,19950324,1801,,1990
m8hUPhGXxLo,46091,20170309,43,dunk,2010
GiLlAPhjCws,46090,20101208,77,shot,2010
u0wgQhXVuLM,46068,20140329,322,pass|move,2010
xZGSgUHVPtw,46064,20170219,44,dunk|pass,2010
RZYaI9ZrdLs,46059,20160307,39,,2010
rzO8U9btc5A,46046,20090228,181,,2000
XeEJhF1rm_M,46007,20130104,28,,2010
sJ9qvTlO5gg,45986,20161211,33,pass,2010
-xYg9nwYQeY,45979,20110317,34,dunk,2010
hcMoUG_kE_U,45978,20100422,200,,2010
TJB8GgGHibA,45957,20130131,54,,2010
1Pnyu4eikNQ,45945,20160513,24,,2010
NayhDig6oJw,45940,20120506,233,shot,2010
VhZagB48gyY,45930,20161221,347,pass,2010
bIXXwNzzvEM,45877,20151201,112,dunk|pass|block|fight,2010
-5caeBQ-WDc,45872,20151207,289,,2010
rMpUm5r_RFo,45865,20161229,45,pass|move,2010
mGaq1fcpZMM,45858,20161001,NaN,,2010
2EaUuTLi7R4,45818,20120225,34,dunk,2010
KpaZHTSV7Bs,45813,20131129,39,,2010
t06AXKoc3i4,45813,20131112,23,dunk|pass,2010
qUInMQi7SZ0,45812,20170217,376,shot,2010
6C7Y-hH_52g,45807,20150305,60,shot,2010
S1OPip0FWRM,45791,20090109,61,shot,2000
qwgZqSmE6AY,45742,20141128,251,,2010
oNz5GWQPLPU,45734,20120218,71,,2010
bwTsnswlhu8,45727,20161223,34,pass|shot|move,2010
6Ym7S6VE0VQ,45705,20161122,37,pass|dunk,2010
KbVTtQVmZTw,45670,20120104,381,,2010
qLSlaDXcNIE,45663,20130623,593,,2010
zweBwcQCWqA,45659,20021102,681,shot,2000
ygqHvpJ0qhw,45637,20070105,112,,2000
rK0c-peBGU0,45614,20161214,351,pass,2010
Vf3dO73J9oE,45587,20070210,627,,2000
wf_FtbMoSr4,45563,20120107,86,,2010
